,"1,7","кружка в коробке фабрика 1 (цена примерная, точная после предоставления макета коробки)","Материал: керамика, МКГ
Размер: 13*13*8 см
Упаковка: заводская упаковка
Примечание от фабрики: кружка в коробке", Дизайн: коробка: офсетная печать нанесение лого 4+0; кружка: лого декоративным обжигом ,4800,"13,6","1457,3",62-72 кд,,,,"50 500,00",12-15 кд (фото и видео); 12-14 кд (отправка в Москву),
,"1,7","кружка в коробке фабрика 2 (цена примерная, точная после предоставления макета коробки)","Материал: керамика, МКГ
Размер: 13*13*8 см
Упаковка: заводская упаковка
Примечание от фабрики: кружка в коробке, учитывали самый дорогой вариант кружки с выкрасом в пантон кружки + выбором пантона для лого", Дизайн: коробка: офсетная печать нанесение лого 4+0; кружка: лого декоративным обжигом ,4800,"13,2","1413,3",62-72 кд,,,,"40 000,00",12-15 кд (фото и видео); 12-14 кд (отправка в Москву),
Сербия,,,,,,,,,,,,,,
Фабрика 1,,,,,,,,,,,,,,
 ,"1,9",кружка стоковый цвет,"Материал: керамика
Размер: 450 мл
Упаковка: заводская упаковка
Примечание от фабрики: могут сделать 3000 шт одного цвета, 3000 шт другого цвета, выкрасить в пантон фабрика не может, только стоковые цвета: черный, белый, зеленый, красный, оранжевый", Дизайн: лого в один цвет способом декоратичного обжига (учтено в стоимости),1200,"8,95","959,55",75-85 кд,"16,21","1 759,99",65-75 кд,,,
Фабрика 2,,,,,,,,,,,,,,
 ,"1,9",кружка стоковый цвет,"Материал: керамика
Размер: 450 мл
Упаковка: заводская упаковка
Примечание от фабрики: стоковые цвета: желтый, серый, синий+нанесение лого, белая часть на фото будет полностью закрашена", Дизайн: лого в один цвет декоративным обжигом (учтено в стоимости),1200,"9,38","1014,47",70-80 кд,"18,01","1 964,99",60-70 кд,,,
 ,"1,9",кружка цвет в пантон,"Материал: керамика
Размер: 450 мл
Упаковка: заводская упаковка
Примечание от фабрики: цвет кружки в пантон, нужно предоставить номер пантона фабрике, она изготовит, белая часть на фото будет полностью закрашена", Дизайн: лого в один цвет декоративным обжигом (учтено в стоимости),1200,"9,61","1037,4",70-80 кд,"18,24","1 987,93",60-70 кд,,,
 ,"1,9",кружка стоковый цвет+изменение цвета лого по пантону,"Материал: керамика
Размер: 450 мл
Упаковка: заводская упаковка
Примечание от фабрики: цвет кружки из стока, нанесение лого в пантон, нужно предоставить номер пантона фабрике, она изготовит, белая часть на фото будет полностью закрашена", Дизайн: лого в цвет пантона декоративным обжигом (учтено в стоимости),1200,"9,45","1021,02",70-80 кд,"18,07","1 971,55",60-70 кд,,,
 ,"1,9",кружка цвет в пантон+лого в пантон,"Материал: керамика
Размер: 450 мл
Упаковка: заводская упаковка
Примечание от фабрики: цвет кружки и лого в пантон, нужно предоставить номер пантона фабрике, она изготовит, белая часть на фото будет полностью закрашена", Дизайн: лого в цвет пантона декоративным обжигом (учтено в стоимости),1200,"9,68","1043,95",70-80 кд,"18,3","1 994,48",60-70 кд,,,
,"1,9","коробка подарочная (цена примерная, точная после предоставления макета коробки)","Материал: МГК
Размер: 13*13*8 см
Упаковка: заводская упаковка
Примечание от фабрики: цвет коробки белый + нанесение лого", Дизайн: офсетная печать нанесение лого 4+0,1200,"5,2","553,4",60-70 кд,"10,92","1190,06",60-70 кд,,,
,"1,7","кружка в коробке фабрика 1 (цена примерная, точная после предоставления макета коробки)","Материал: керамика, МКГ
Размер: 13*13*8 см
Упаковка: заводская упаковка
Примечание от фабрики: кружка в коробке", Дизайн: коробка: офсетная печать нанесение лого 4+0; кружка: лого декоративным обжигом ,1200,"15,8","1703,2",70-80 кд,"29,47","3 207,17",60-70 кд,,,
,"1,7","кружка в коробке фабрика 2 (цена примерная, точная после предоставления макета коробки)","Материал: керамика, МКГ
Размер: 13*13*8 см
Упаковка: заводская упаковка
Примечание от фабрики: кружка в коробке, учитывали самый дорогой вариант кружки с выкрасом в пантон кружки + выбором пантона для лого", Дизайн: коробка: офсетная печать нанесение лого 4+0; кружка: лого декоративным обжигом ,1200,"15,4","1659,2",70-80 кд,"29,03","3 163,21",60-70 кд,,,
