,очки горнолыжные,"Материал: Оправа TPU Линза PC
Размер: 9,5*18 cm
Упаковка:  чехол ( не черный) 
Примечание от фабрики:  цвета есть разные, пока что остановились как на фото, стекла цветные крепятся к корпусу при помощи магнитов"," Дизайн:  на резинке будет предствлен дизайн по макету клиента, плюс дополнительная упаковка (см фото) ",300,"29,9","2544,0",60-65,"32,2","2740,5",50-55,10 658,15,25,
 ,ложка белая ,"Материал: раковина ракушки 
Размер: 11см
Упаковка:  каждая ложка в пакет
Примечание от фабрики:  ", Дизайн:  без брендирования ,600,"3,4","287,1",30-35 ,"3,5","296,6",20-25,2 035,2,10,
,,,,300,"3,4","292,1",30-35 ,"3,6","302,7",20-25,,,,
 ,ложка ,"Материал: пластик 
Размер: 19 * 3cm
Упаковка: 100шт в пакете 
Примечание от фабрики: ", Дизайн:  без брендирования ,600,"0,3","27,8",30-35,"0,4","31,5",20-25,2 180,2,10,
,ложка ,"Материал: пластик 
Размер: 13×3cm
Упаковка: каждая ложка в пакете 
Примечание от фабрики:  ", Дизайн:  без брендирования ,600,"0,3","22,8",30-35,"0,3","26,5",20-25,2 095,2,10,
 ,креманка  ,"Материал:  нержавеющая сталь 
Размер: длина 8,5, диаметр 10
Упаковка: коробка
Примечание от фабрики:  ", Дизайн:  без брендирования ,300,"9,7","826,9",30-35,"10,6","904,5",20-25,2 828,2,10,
 ,Гирлянда флажки с помпонами ,"Материал:  полиэстер (бархат)
Размер:  длина 2 метра, 10 флажков 13х13 см
Упаковка:  пакет 
Примечание от фабрики:  ", Дизайн:  выкрас флажков по карте цветов ,300,"5,1","457,1",40-45 ,"5,4","478,3",30-35 ,5 669,5-7,12-15,
,,,,500,"5,0","442,4",40-45 ,"5,2","463,6",30-35,,,,
 ,Гирлянда флажки с  кисточками ,,,300,"5,6","508,8",40-45 ,"5,8","544,0",30-35 ,6 908,5-7,15-17,
,,,,500,"5,4","506,5",40-45 ,"5,7","542,7",30-35,,,,
 ,Увлажнитель ,"Материал:  pp
Размер: 84х84х165 мм, 20мл
Упаковка: коробка
Примечание от фабрики:  "," Дизайн: лого гравировка на корпусе увлажнителя, кастом вязанного чехла ",500,"45,3","3846,2",60-65,"48,4","4111,1",50-55,13 950,7,15-18,
 ,Плед-пончо,"Материал:  водонепроницаемый полиэстер, внутри хлопковый пух 200gsm 
Размер: 140см длина, 100см ширина 
Упаковка: чехол - сумка 
Примечание от фабрики:  "," Дизайн: Снаружи рисунок, внутри одноцвет. чехол - запечатка рисунком  ",300,"29,1","2473,1",60-65,"32,8","2791,0",50-55,14 239,7,15-18,
