,Света Ч,"Мешок для обуви 1

","Материал: полиэстер 210D, треугольные усилители - кожзам, люверсы-металл, шнуры - полиэстер
Размер: 34*43 см
Упаковка: индивидуальный пластиковый прозрачный пакет
"," Дизайн: полная запечатка сублимация, пошив двух светоотражающих полос

Примечание от фабрики:
Передняя и задняя стороны светоотражающей полосы практически невозможно выровнять параллельно;

Передняя и задняя части животного примерно одинаковы по размеру, поэтому их трудно точно совместить, при этом швы и положение печати сами по себе могут иметь отклонение более 1 см.",ДС 15000 (не включено в стоимость за шт),3008,"1,55","1,3","109,6","329806,5",60-65,31.10-04.11,"1,41","118,67","356959,36",50-55,,"1,5","124,0",40-45,10-14.10,7 000,7,17-19,22-26.07,
,Лена,Мешок для обуви ,"Материал: полиэстер 210Т
Размер: 40x50
Упаковка: индивидуальный пакет
",,,3008,"1,65","3,8","321,2","966109,4",50-55,,,,,,,"4,7","400,1",40-45,,6 900,7,17-19,,
 ,Света Л,Магнитные закладки (с визуалами ГПН),"Материал: магниты, бумага
Размер: магнит 5х2.5 см, подложка 7 х 18.5 см
Упаковка: картонная подложка + пакет
Примечание от фабрики: стоимость должна быть уточнена после предоставления макета

Сертификат не нужен", Дизайн: индивидуальный дизайн (5 закладок) + подложка,-,3008,"1,65","1,1","96,8","291077,1",45-50,20-24.10,,,,,,"1,3","108,7",35-40,10-14.10,,,,,
 ,Света Л,"Магнитные закладки (с визуалами ГПН)

Расчет от 20.08","Материал: магниты, бумага
Размер: магнит 7х2.5 см (14х2.5 см), подложка 14 х 18.5 см (лучше подтвердить)
Упаковка: картонная подложка + пакет
Примечание от фабрики: стоимость должна быть уточнена после предоставления макета

Сертификат не нужен", Дизайн: индивидуальный дизайн (5 закладок) + подложка,-,3008,"1,7","1,51","126,4","380331,5",45-50,20-24.10,"1,6","134,35","404124,8",35-40,,"1,3","108,7",35-40,10-14.10,7 750,7,17-20,,
 ,Света Ч,Портативный сор-тер,"Материал: пластик
Размер: яблоко - 14,5*14,5*2,4 см, желтая гусеница - длина 9,8 см, зеленая и голубая гусеницы - длина 11,8 см, ширина шаров у гусениц - 1,95 см
Упаковка: коробка 24*17*4,55 см
"," Дизайн: фабричная коробка, индивидуальный дизайн инструкции

Ссылка на макет: https://drive.google.com/drive/folders/1VfNznE4X-IL3NibLmjNoZXuHG4D6Wvdr","СС 95000 руб, в стоимость не включен",2388,"1,57","8,3","694,1","1657606,3",50-55,20-24.10,"9,59","805,36","1923199,68",40-45,,"10,2","862,5",40-45,10-14.10,"1700 - стоковый сортер, 13900 - инструкция",2,12-14,22-26.07,
 ,Саша,наушники,"Материал: ABS+PC
Размер: 12 х 8  см 
Упаковка: сток пакетик 
Примечание: есть еще в белом цвете

меняем ложемент  на бумажный 
запечатка коробки и инструкции ","Дизайн: меняем ложемент  на бумажный 
запечатка коробки и инструкции ",ДС 15 000,3278,"1,65","10,5","881,1","2888376,9",40-45 ,18-20.10,"11,27","946,51","3102659,78",30-35,8-10.10,"11,6","983,1",30-35,,10 000 кастом \ сток 2460 р ,10,20-22,25.07,
 ,Саша,наушники,"Материал: ABS+PC
Размер: 9.5*9.5*3  см 
Упаковка: сток пакетик 
Примечание: есть еще в белом цвете

",Дизайн: сток,ДС 15 000,3278,"1,7","5,9","498,1","1632706,2",45-50,18-20.10,"6,34","532,64","1745993,92",35-40,15.10,"11,6","983,1",30-35,,сток 2000 р ,3,13-15,25.07,
 ,Саша,наушники (аналог hoco),"Материал: ABS
Размер: 12*9*8 см 
Упаковка: сток коробка
Примечание: емкость аккумулятора - 250 мА*ч, Радиус беспроводной связи - 10 метров, Подключение: Bluetooth v 5.0 ","Дизайн: без стокового логотипа ""lenovo"" ",ДС 15 000,3278,"1,68","6,0","503,9","1651751,4",45-50,20-24.10,"6,28","527,17","1708067,46",35-40,10-14.10,"11,6","983,1",30-35,,сток 2050 р ,3,13-15,,
 ,Саша,наушники (аналог hoco),"Материал: ABS
Размер: 11*11*5 см 
Упаковка: сток коробка
Примечание: емкость аккумулятора - 250 мА*ч, Радиус беспроводной связи - 10 метров, Подключение: Bluetooth v 5.3","Дизайн: без стокового логотипа ""realfit"" ",ДС 15 000,3278,"1,68","8,4","703,8","2307023,6",50-55,20-24.10,"8,67","728,63","2388449,14",40-55,10-14.10,"11,6","983,1",30-35,,сток 2650 р ,5,13-15,,
обновление от 1.09.2025,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,Саша,большие наушники ,"Материал: ABS
Размер: 20 x 5 x 19 см
Упаковка: сток коробка
Примечание: Версия беспроводной связи:
5.0/Радиус действия:-10 м/Время разговора:
7 часов/Динамик:-Φ40 мм
Аккумулятор (Li-ion):
400 мА·ч
Время воспроизведения:
7 часов",Дизайн: сток,ДС 15 000,3278,"1,67","6,0","504,1","1652407,0",40-45,18-20.10,"7,28","611,53","2004595,34",30-35,8-10.10,"11,6","983,1",30-35,,сток 2250 р ,3,13-15,,
 ,Саша,большие наушники ,"Материал: ABS
Размер: 17*7*11 см 
Упаковка: сток коробка
Примечание: Время зарядки: 2 часа
Время работы: 6 часов
Время ожидания: 18 часов
Эффективное расстояние: 10 метров",Дизайн: сток,ДС 15 000,3278,"1,7","4,5","379,9","1245443,3",40-45,18-20.10,"5,35","449,34","1472936,52",30-35,8-10.10,"11,6","983,1",30-35,,сток 2250 р ,3,13-15,,
 ,Саша,большие наушники ,"Материал: ABS
Размер: 17,5*7*12 см 
Упаковка: сток коробка
Примечание:  Время работы: 4-8 часов",Дизайн: сток,ДС 15 000,3278,"1,7","5,4","449,3","1472707,1",40-45,18-20.10,"6,27","526,38","1725473,64",30-35,8-10.10,"11,6","983,1",30-35,,сток 2250 р ,3,13-15,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"5,8","490,0",,,,,,,,,,,,
,,,,,,,,"5,5","463,5",,,,"5,9","495,7",,,,,,,,,,,,
,,,,,,,,"6,1","512,9",,,,"6,4","536,6",,,,,,,,,,,,
,,,,,,,,"8,6","724,7",,,,"8,9","750,3",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"8,9","744,0",,,,,,,,,,,,
