 ,Света Ч,Брелоки,"Материал: зеркальный акрил
Размер: около 4-5 см
Упаковка: индивидуальный пакет
Примечание от фабрики: стоимость примерная, для расчета точной цены необходима проработка образца"," Дизайн: индивидуальная форма, УФ печать",200,"2,2","187,4",35-40,"2,4","203,3",25-30,3800 - 1 дизайн,3,13-15,
,,,,,500,"1,9","157,5",,"2,0","173,4",,,,,
 ,Лена,ДУТЫЙ ЧЕХОЛ ДЛЯ НОУТБУКА,"Материал:  полиэстер 
Размер:  41х35х3,5
Упаковка: пакет 
Примечание от фабрики: от 500шт ,  цена будет пересчитана после производства образца "," Дизайн: черный чехол, внутри мех - приближенный цвет, бирка из кожзама с лого тиснение ",300,,,,,,,9 212,7,17-19,
,,,,,500,"16,0","1357,5",70-75,"17,3","1473,1",60-65,,,,
 ,Света Ч,Зонт,"Материал: эпонж, металлический каркас
Размер: диаметр купола 137 см
Упаковка: чехол+индивидуальный пакет
"," Дизайн: 
- использование фабричной модели (формы)
- эффект проявления рисунка при намокании на 8 секциях",300,"25,3","2152,2",50-55,"27,5","2339,2",40-45,20 000,10,20-22,
,,,,,500,"17,1","1457,1",,"19,3","1644,1",,,,,
 ,Света Ч,Письменный набор,"Материал: металл
Размер: 143 мм × 10 мм
Упаковка: индивидуальная коробка
Примечание: 
Минимальный тираж для производства такого набора 3000 шт

Предлагаем альтернативный вариант - ручка-вечный карандаш 2 в 1", Дизайн: нанесение логотипа гравировка/печать 1 цвет,300,"3,9","334,9",40-45,"4,2","355,9",30-35,5 800,7,17-19,
,,,,,500,"3,8","324,5",,"4,1","345,4",,,,,
 ,Лена,Термокружка ,"Материал: нержавеющая сталь
Размер:  1200 мл
Упаковка: коробка 
Примечание от фабрики: выкрас от 500шт, а наличии нет серого"," Дизайн:  выкрас, лого 1 цвет ",300,,,,,,,8 447,7,17-19,
,,,,,500,"10,5","890,0",50-55,"13,1","1109,9",40-45,,,,
 ,Лена,Сумка,"Материал: полиэстер 
Размер:  22х16з9
Упаковка: пакет 
Примечание от фабрики:  от 500шт , цена будет пересчитана после производства образца "," Дизайн:  черная сумка, цвет ручкаи приближенный к пантону , пвх шеврон с логотипом",300,,,,,,,10 472,7,17-19,
,,,,,500,"14,5","1230,5",70-75,"15,3","1302,7",60-65,,,,
 ,Лена,Шоппер,"Материал: канвас
Размер: 39*34 cm
Упаковка: пакет
Примечание от фабрики:  нужно делать образец чтобы посмотреть как ляжет цвет "," Дизайн:  выкрас сумки гралиент, ручки приближенный цвет, лого  1 цвет ",300,"4,7","401,2",50-55,"4,6","386,5",40-45,6 100,7,17-19,
,,,,,500,"5,2","444,6",50-55,"5,1","429,9",40-45,,,,
 ,Лена,Шоппер,"Материал: пвх, ручки стропа 
Размер: 38*30,5
Упаковка: пакет 
Примечание от фабрики:  градиент на пвх не сделать, могут напечать снизу один цвет, сверху др цвет "," Дизайн: выкрас, цвет ручек - по раскладке от фабрики, лого 1 цвет ",300,"4,3","361,7",50-55,"4,7","400,7",40-45,6 378,7,17-19,
,,,,,500,"4,1","347,0",50-55,"4,5","386,0",40-45,,,,
 ,Лена,сумка  дутая ,"Материал: полиэстер
Размер:  25х22
Упаковка: пакет 
Примечание от фабрики: от 500шт ,  цена будет пересчитана после производства образца "," Дизайн:  выкрас градиент, светоотражающий  логотип ",300,,,,,,,9 964,7,17-19,
,,,,,500,"15,8","1343,1",70-75,"16,8","1426,6",60-65,,,,
 ,Лена,Косметичка ,"Материал: полиэстер 
Размер: 21х18
Упаковка: паке 
Примечание от фабрики: от 500шт ,  цена будет пересчитана после производства образца "," Дизайн: черная косметичка, лого 1 цвет, внутри  цвет материала приближенный ",300,,,,,,,8 716,7,17-19,
,,,,,500,"12,0","1019,7",70-75,"12,7","1081,1",60-65,,,,
 ,Света Ч,Футболка,"Материал: ткань - кулирка пенье, состав: , лайкра 92, хлопок 8%, плотность:  250 г/м2,
Размер: S/M/L/XL/XXL 
Упаковка: индивидуальный пакет"," Дизайн: 
- индивидуальный пошив
- Патч на груди с надписью SENSE
- Нижний металлический лейбл 
- Неоновая желтая полоса по вороту для акцента

",100,"113,6","9658,0",55-60,"115,3","9798,2",45-50,13 000,10,20-22,
,,,,,120,"95,9","8151,1",,"97,6","8291,4",,,,,
