,Складной вентилятор ,"Материал: пластик 
Размер: 169*81*20мм
Цвета: белый, бело-чёрный, бело-голубой, розовый
Упаковка: заводская цветная коробка
Примечание от фабрики: 
2000 мАч-4000 мАч, USB, 36 дБ
Настройка цвета по Пантону от 2000 шт.
Настройка упаковки от 2000 шт.", Дизайн: сток ,150/300,"12,0","1020,0",35-40,только карго,только карго,только карго,3 500,5,15-17,
,,,,,,,,,,,,,,
 ,Складной вентилятор ,"Материал: пластик 
Размер: 169*81*20мм
Цвета: белый, бело-чёрный, бело-голубой, розовый
Упаковка: заводская цветная коробка
Примечание от фабрики: 
2000 мАч-4000 мАч, USB, 36 дБ
Настройка цвета по Пантону от 2000 шт.
Настройка упаковки от 2000 шт."," Дизайн: УФ-печать, место лого см. в доп.фото",150,"11,7","995,2",40-47,только карго,только карго,только карго,6 500,5,15-17,
,,,,300,"11,4","964,6",,только карго,только карго,,,,,
 ,Настенный светильник,"Материал: ПК
Размер: 126*110*27мм
Цвета: белый
Упаковка: заводская коробка
Примечание от фабрики: 
В комплекте 20 элементов
≤36В, Bluetooth
Настройка цвета по Пантону от 1000 шт.
Настройка упаковки от 1000 шт."," Дизайн: сток (12 шт., а не 20)",20,"62,8","5336,5",40-47,"71,4","6070,9",30-37,39 500,7,17-19,
,,, Дизайн: лазерная гравировка/шелкография ,80,"65,5","5571,2",,"74,2","6305,5",,,,,
,Проектор,"Материал: пластик
Размер: 11*9,5*16 см
Цвета: белый
Упаковка: заводская коробка
Примечание от фабрики: 
HD 1280*720P, WIFI 2,4G+5G, 12В, 3А, 36 Вт, Bluetooth 5.0
Настройка цвета по Пантону от 1000 шт.
Настройка упаковки от 1000 шт.", Дизайн: сток ,20/80,"254,3","21614,6",35-40,"259,7","22073,2",25-30,12 400,5,15-17,
,,,,,,,,,,,,,,
 ,Проектор,"Материал: пластик
Размер: 11*9,5*16 см
Цвета: белый
Упаковка: заводская коробка
Примечание от фабрики: 
HD 1280*720P, WIFI 2,4G+5G, 12В, 3А, 36 Вт, Bluetooth 5.0
Настройка цвета по Пантону от 1000 шт.
Настройка упаковки от 1000 шт.", Дизайн: лого на экране запуска ,20,"248,1","21088,0",40-45,"253, 49","21546,6",30-35,15 700,7,17-19,
,,, Дизайн: лазерная гравировка на корпусе и лого на экране запуска,80,"166,1","14115,2",,"171,2","14548,4",,,,,
 ,Угломер,"Материал: алюминиевый сплав +пластиковая подставка
Размер: см фото
Цвета: см фото
Упаковка: заводская коробка
", Дизайн: сток,20-80,"45,1","3834,2",30-35,только карго,только карго,только карго,5 100,1,11-13,
,,, Дизайн: печать лого на угломере + на подставке,200,"43,0","3654,2",35-40,только карго,только карго,только карго,8 100,5,15-17,
 ,Лампа RGB ,"Материал: 
Размер: 250*185 мм
Цвета: белый
Упаковка: заводская коробка
Яркость: 300LM
Температура света: 3800-3900K
Беспроводная зарядка 15W", Дизайн: сток,20-80,"74,2","6307,3",35-40,"81,5","6930,7",25-30,4 000,1,11-13,
,,, Дизайн: печать на подставке,200,"60,8","5163,9",40-45,"67,8","5762,3",30-35,11 800,10,20-22,
,Проектор звёздного неба,"Материал: АБС+ПК
Размер: 122*110*125мм
Цвета: белый
Упаковка: заводская коробка
Примечание от фабрики: 
2А, USB, 4Вт, 2 цветовых диска
Настройка цвета по Пантону от 1000 шт.
Настройка упаковки от 1000 шт.", Дизайн: сток ,20/80,"120,4","10236,4",35-40,"123,3","10484,1",25-30,6 000,5,15-17,
,,,,,,,,,,,,,,
 ,Проектор звёздного неба,"Материал: АБС+ПК
Размер: 122*110*125мм
Цвета: белый
Упаковка: заводская коробка
Примечание от фабрики: 
2А, USB, 4Вт, 2 цветовых диска
Настройка цвета по Пантону от 1000 шт.
Настройка упаковки от 1000 шт.", Дизайн: лазерная гравировка ,20,"1119,3","10136,9",35-40,"122,2","10384,6",25-30,6 000,5,15-17,
,,,,80,"51,0","4335,7",,"53,9","4583,4",,,,,
 ,Светильник,"Материал: АБС
Размер: 25*9,6*26см
Цвета: белый
Упаковка: заводская коробка
Примечание от фабрики: 
5 В, 0,5А, 2,5 Вт
Настройка цвета по Пантону от 3000 шт.
Настройка упаковки от 1000 шт.", Дизайн: сток,20,"33,3","2831,8",45-50,"35,3","3000,7",35-40,7 000,5,15-17,
,,, Дизайн: лазерная гравировка на подставке (см.доп.фото),80,"28,8","2444,8",,"30,8","2613,7",,,,,
 ,Держатель для телефона,"Материал: силикон, алюминиевый сплав, магнит
Размер: 60 см
Цвета: чёрный, серый, синий
Упаковка: заводская коробка
Примечание от фабрики: 
Кастом от 1000 шт.
Настройка упаковки от 2000 шт.", Дизайн: сток,150/300,"18,4","1563,3",65-75,"19,5","1658,7",55-65,"207200
(открытие формы)",25,35-37,
,,, Дизайн: лого отливается в форму (открытие формы),1000,"15,9","1354,8",,"17,1","1450,1",,,,,
,Механический карандаш,"Материал: пластмасса, гриф
Размер: 14 см
Упаковка: опп-пакет
Примечание от фабрики: Кастом невозможен", Дизайн: сток,150/300,"1,2","101,3",30-35,"1,4","117,0",20-25,1 900 (сток),3,13-15,
,,,,,,,,,,,,,,
 ,Строительный нож,"Материал: пластмасса, металл
Размер: 13,5х3 см
Упаковка: заводская коробка
Примечание от фабрики: 
Кастом невозможен", Дизайн: сток,150/300,"1,9","162,9",30-35,"2,0","173,3",30-35,2 500 (сток),3,13-15,
,,,,,,,,,,,,,,
 ,Линейка,"Материал: пластмасса
Размер: 30 см
Упаковка: опп-пакет
Примечание от фабрики: 
Нанесение логотипа от 3000 шт.
", Дизайн: сток,150/300,"6,0","508,3",30-35,"6,4","545,6",20-25,14 500 (С нанесением),10,20-22,
,,, Дизайн: нанесение УФ печатью,3000,"4,3","367,7",40-45,"4,8","405,0",30-35,,,,
