 ,Пончо - плед,"Материал: нейлон
Размер: 100*140 см
Упаковка: мешок + опп


"," Дизайн: шелкография /жаккардовая бирка + выкрас в цвет близкий к пантону клиента+кастом мешкаи выкрас его в цвет пончо

Наценка 1,8",2000,"24,0","2159,7",40-45,"26,5","2385,1",30-35,10 000,4,14-17,
,,,,,,,,,,,,,,
 ,,"Материал: полиамидное волокно + водооталкивающая пропитка
Размер: 115*140 см
Упаковка: опп


"," Дизайн: шелкография  + выкрас в цвет близкий к пантону клиента

Наценка 1,8",2000,"16,1","1446,8",40-45,"17,8","1603,6",30-35,14 000,10,20-22,
,,,,,,,,,,,,,,
 ,Стакан,"Материал: пищевой силикон, пищевой пластик
Размер: 9*13,2 см (375 мл) 
Стоковые цвета: см фото
Упаковка: опп / коробочка


","Дизайн: стоковый цвет + опп пакет
+ печать лого 2 цвета

Наценка 2",2000,"6,0","542,9",50-55,"6,6","589,1",40-45,11 500,8,20-22,
,,,"Дизайн: стоковый цвет + кастомная коробочка
+ печать лого 2 цвета

Наценка 2",,"6,8","609,1",50-55,"7,4","663,9",40-45,,10,20-22,
,,,"Дизайн: выкрас в пантон + опп пакет
+ печать лого 2 цвета

Наценка 2",,"6,1","549,1",53-58,"6,6","595,3",43-48,33 000,10,20-22,
,,,"Дизайн: выкрас в пантон + кастомная коробочка
+ печать лого 2 цвета

Наценка 2",,"6,8","615,3","53-58","7,5","670,1",43-48,,10,20-22,
 ,Кепка,"Материал: хлопок 100% (10856), варёный
Упаковка: опп
Примечание от фабрики: с уплотнением, щит на хлястике 

"," Дизайн: по макету клиента (вышивка)

Наценка 1,7",2000,"11,2","1003,8","65-70 производство
25-30 доставка ","11,7","1050,4","65-70 производство
15-20 доставка ",12 000,15,17-19,
 ,Кепка,"Материал: хлопок 65% и 35% полиэстер, варёный
Упаковка: опп
Примечание от фабрики: с уплотнением, щит на хлястике 

"," Дизайн: по макету клиента (вышивка)

Наценка 1,7",2000,"4,9","441,6","60-65 производство
25-30 доставка ","5,3","478,5","60-65 производство
15-20 доставка ",9 000,10,17-19,
 ,Кепка,"Материал: хлопок, варёный
Упаковка: полиэтиленовый пакет
Примечание от фабрики: с уплотнением, щит на хлястике 

"," Дизайн: по макету клиента (вышивка), места лого, как на рефе; щит на хлястике 


Наценка 1,7",2000,"5,9","530,7","30-35 производство
25-30 доставка ","6,2","561,9","30-35 производство
15-20 доставка ",8 600,10,17-19,
 ,Кепка,"Материал: хлопок, варёный
Упаковка: полиэтиленовый пакет
Примечание от фабрики: с уплотнением, щит на хлястике 

"," Дизайн: по макету клиента (вышивка), места лого, как на рефе; щит на хлястике 


Наценка 1,7",2000,"3,7","316,8","20 производство
25-30 доставка ","4,0","342,7","30-35 производство
15-20 доставка ",7 900,7,17-19,
 ,Дождевик,"Материал: дакрон
Упаковка: опп-пакет
Примечание от фабрики: 
Выкрас в пантон требует больше времени, рекомендуется выбирать сток
Размер: 75*95*135 см (универсальный)
Цвета: см. доп. фото. На каждый цвет сроки изготовления нужно уточнять отдельно


Срок изготовления с цветами, близкими к пантону клиента, составляет 45-60 кд дней, включая доставку жд, и 35-50 кд, включая доставку авиа. Цена не изменится", Дизайн: печать на дождевике / бирка ,1000,"31,6","2776,1",45-50,"33,4","2940,6",35-40,9 300,7,17-19,
,,,,2000,"30,7","2698,0",,"32,5","2862,5",,,,,
 ,Дождевик,"Материал: дакрон
Упаковка: опп-пакет
Примечание от фабрики: 
Размер: 75*95*135 см (универсальный)
Цвет: по пантону клиента", Дизайн: печать на дождевике / бирка ,1000,"17,4","1530,5",45-50,"18,7","1642,4",35-40,11 000,3,17-19,
,,,,2000,"16,7","1466,2",,"17,9","1578,1",,,,,
 ,Чехол для очков,"Материал: PET
Размер: 

"," Дизайн: печать по макету клиента (примеры см в фото)

Наценка 1,7",2000,"1,2","108,5",40-45 + сборка 2-3 дня,"1,3","114,2",30-35 сборка 2-3 дня,15 000,5,15-17,
 ,Очки утолщенные,"Материал: пластик утолщенный
Размер: 142*50 мм

"," Дизайн: выкрас в пантон 108С матовый, печать по макету клиента

Наценка 2,4",2000,"1,7","146,2",35-40,"2,0","177,1",25-30,9 900,7-8,18-20,
,,,,4300,"1,6","138,9",35-40,"1,9","168,2",25-30,9 900,7-8,18-20,
