,,,,,,10000,"8,1",,"685,92",,"9,9",,843,,,,,
Катя,,Автовизитка,"Размер: 170х48 мм
Материал: ПВХ. На безопасном бесфталатном пластификаторе.
Основа и 3 дополнительных цвета с 6 комплектами цифр (от 0 до 9), цветность 2+0, длина цифры 10-20 мм. 
Упаковка в зип-лок пакет.""


","Материал: ПВХ, используется безопасный пластификатор без фталатов
Размер: 170 × 48 мм
Упаковка: зип-пакет
", Дизайн: основной цвет + три дополнительных цвета. В комплекте 6 наборов цифр (от 0 до 9). Цвет печати — 2+0. Длина цифр — от 10 до 20 мм,1000,- (слишком маленький вес),,,45-50,"1,9",,"172,7",35-40,12 800,7,17-19,
,,,,,,3000,1,,"85,8",,"1,1",,"94,5",,,,,
,,,,,,5000,"0,9",,"78,2",60-65,1,,"86,7",50-55,,,,
,,,,,,10000,"0,9",,"73,3",,"0,9",,"81,3",,,,,
Катя,,"Автовизитка

","https://aliexpress.ru/item/1005003197482205.html?spm=a2g2w.detail.rcmdprod.3.3bb935a9SpJ7Ac&mixer_rcmd_bucket_id=UnknownMixerAbId&pdp_trigger_item_id=0_1005005094111097&ru_algo_pv_id=a19187-61b690-a24440-b4bd5f-1752235200&scenario=aerSimilarItemPdpRcmd&sku_id=12000024615751354&traffic_source=recommendation&type_rcmd=core        

Нанесение: печать 2+0 5*2см
        
Комментарий Считаем Китай, если есть аналоги, всегда рада предложениям


","Материал: металл + РС пластик
Размер: 31 х 128 мм
Упаковка: коробка
"," Дизайн: лого шелкография 2 цвета, размер лого 5 х 2 см",1000,"4,6",,"397,3",45-50,5,,"432,3",35-40,5 500,7,17-19,
,,,,,,3000,"4,4",,"377,3",,"4,7",,"411,2",,,,,
,,,,,,5000,"4,1",,"354,2",60-65,"4,4",,"386,1",50-55,,,,
,,,,,,10000,"3,9",,"338,3",,"4,2",,"369,1",,,,,
Лена,,"Телескопический фонарь

","""Размеры: диаметр 2,3 см; длина 17,4–57,9 см
Материал: металл
Размер упаковки: 20.5x23.5x26.3 см


Нанесение:  гравировка до 5 кв см
        
        
        ","Материал: металл, пластик   
Размер: в собранном виде 23;х171мм, максим длина  570мм
Упаковка: коробка 
Примечание от фабрики: ", Дизайн: ,1000,"5,0",,"424,1",50-55,"5,4",,"461,67",40-45,8 259,5-7,17-19,
,,,,,,3000,"4,7",,"398,1",,"5,1",,"435,67",,,,,
,,,,,,5000,"4,4",,"373,01",60-65,"4,8",,"410,58",50-55,,,,
,,,,,,10000,"4,2",,"352,76",,"4,6",,"389,22",,,,,
Катя,,"Щетка автомобильная

","Материал: АБС пластик; мягкая щетина.
Выдвижная рукоятка позволит легко добраться до труднодоступных мест. Насадка автощетки поворотная. Мягкий, прочный ворс в 5 рядов. 
Длина 65-82 см. 

Комментарий возможны аналоги, гл синего цвета. КАЧЕСТВО нужны  из хорошего и прочного материала 


","Материал: пластик
Размер: в доп фото
Упаковка: сток
", Дизайн: лого шелкография 1 цвет,1000,"6,3",,"558,2",45-50,"7,9",,"714,1",35-40,11 450,4,14-16,
,,,,,,3000,"5,9",,"521,9",,"7,4",,"668,7",,,,,
,,,,,,5000,"5,4",,"478,2",60-65,"6,8",,"615,7",50-55,,,,
,,,,,,10000,"4,8",,"425,7",,"6,1",,"554,1",,,,,
Катя,,"Зонт 

","Ширина ленты/диаметр каната: 60 мм
Цвет: синий
Крепление: петли
Максимальная нагрузка: 20 т
Упаковка: индивидуальная сумка на молнии

Комментарий гл трос должен быть синего цвета





","Материал: полиэфирное волокно
Размер: в доп фото
Упаковка: пакет
"," Дизайн: лого шелкография 2 цвета, размер лого 10 х 4 см",1000,"11,6",,1 017,40-45,"13,4",,"1 183,9",30-35,8 990,2,12-14,
,,,,,,3000,"11,2",,"985,9",,"12,9",,"1 147,9",,,,,
,,,,,,5000,"10,4",,"914,7",50-55,12,,"1 066,8",40-45,,,,
,,,,,,10000,"10,1",,885,,"11,6",,"1 032,3",,,,,
Лена,,"Трос буксировочный


","Ширина ленты/диаметр каната: 60 мм
Цвет: синий
Крепление: петли
Максимальная нагрузка: 20 т
Упаковка: индивидуальная сумка на молнии

Комментарий гл трос должен быть синего цвета





","Материал: полиэстер  
Размер: длина 5м. ширина 3см
Упаковка:  чезох
Примечание от фабрики:  только стоковый белый цвет, выкрас не делают", Дизайн:  без брендирования ,1000,"21,8",,"1850,82",45-50,"25,6",,"2175,94",35-40,3 100,2,12-14,
,,,,,,3000,"21,5",,"1824,82",,"25,3",,"2149,94",,,,,
,,,,,,5000,"21,2",,"1799,73",55-60,"25,0",,"2124,85",45-50,,,,
,,,,,,10000,"21,0",,"1787,12",,"24,9",,"2112,25",,,,,
Лена,,"Трос буксировочный


","Ширина ленты/диаметр каната: 60 мм
Цвет: синий
Крепление: петли
Максимальная нагрузка: 20 т
Упаковка: индивидуальная сумка на молнии

Комментарий гл трос должен быть синего цвета





","Материал: стальная проволока
Размер:  
Упаковка: пакет 
Примечание от фабрики: ", Дизайн: ,1000,,,,,,,,,,,10-12,
,,,,,,3000,,,,,,,,,,,,
,,,,,,5000,,,,,,,,,,,,
,,,,,,10000,,,,,,,,,,,,
Арина,,"дождевик

","Материал
100% полиэстер с влагозащитной пропиткой PU 1000   

Нанесение печать 2+0 до А4 формата
        
Комментарий https://dozhdevik-optom.ru/plashch-dozhdevik-ivent-sinij



        ","Материал: 100% полиэстер с влагозащитной пропиткой PU 1000
Размер: от S до 3XL в соответствии с размерной сеткой
Упаковка: OPP пакет
Примечание от фабрики: точная стоимость после макета
*дождевик на молнии и с пуговицами"," Дизайн: цвет из наличия (на выбор: розовый, желтый, красный, черный) + нанесение лого, печать в 2 цвета размером до А4 (нужно уточнять стоимость печати по маакету)",1000,"23,9",,"2030,8",65-70,"25,7",,"2184,1",55-60,18 000,12,22-24,
,,,,,,3000,"23,0",,"1952,6",65-70,"24,7",,"2101,3",55-60,,,,
,,,,,,5000,"22,2",,"1885,1",70-75,"23,9",,"2029,4",60-65,,,,
,,,,,,10000,"21,1",,"1794,1",75-80,"22,8",,"1933,8",65-70,,,,
Арина,,"дождевик

","Тип застежки Молния
Плотность 157 г/м2
Материал Ткань светоотражающая       

Нанесение печать 2+0 до А4 формата
        
Комментарий https://dozhdevik-optom.ru/plashch-dozhdevik-ivent-sinij


","Материал: полиэстер плотностью 157 г/м2 , светоотражающая ткань
Размер: от S до 3XL в соответствии с размерной сеткой
Упаковка: OPP пакет
Примечание от фабрики: точная стоимость после макета (пр-во под заказ)
*можно сделать дождевик на молнии и с пуговицами"," Дизайн: цвет из наличия (на выбор: розовый, желтый, красный, черный) + нанесение лого, печать в 2 цвета размером до А4 (нужно уточнять стоимость печати по маакету)",1000,"28,2",,"2398,8",70-75,"30,0",,"2552,1",60-65,14 000,12,22-24,
,,,,,,3000,"27,2",,"2309,8",70-75,"28,9",,"2458,5",60-65,,,,
,,,,,,5000,"26,2",,"2229,1",75-80,"27,9",,"2373,4",65-70,,,,
,,,,,,10000,"25,1",,"2129,6",80-85,"26,7",,"2269,4",70-75,,,,
Лена,,"АВТОМОБИЛЬНЫЙ АРОМАТИЗАТОР  динамический



","Комментарий ""можно предложить аналоги в бюджете до 500 руб (чем меньше, тем лучше, но качество хорошее) , основной синий цвет
как доп. варианты в РФ 


","Материал: металл. сплав 
Размер:  59х24,5х50 мм
Упаковка: коробка.                            Примечание от фабрики: аналог ", Дизайн: лого 1 цвет ,1000,"7,1",,"603,5",15-17,"7,,68",,"652,63",35-40,6 400,5,15-17,
,,,,,,3000,"6,8",,"577,5",,"7,4",,"626,63",,,,,
,,,,,,5000,"6,5",,"552,41",55-60,"7,1",,"601,54",45-50,,,,
,,,,,,10000,"6,4",,"530,74",,"6,9",,"578,71",,,,,
Лена,,"АВТОМОБИЛЬНЫЙ АРОМАТИЗАТОР  динамический



","Комментарий ""можно предложить аналоги в бюджете до 500 руб (чем меньше, тем лучше, но качество хорошее) , основной синий цвет
как доп. варианты в РФ 


","Материал: металл. сплав 
Размер:  длина 80мм
Упаковка: коробка.                            Примечание от фабрики: аналог "," Дизайн: синий цвет от 2000шт, лого лазер ",2000,"2,0",,"167,52",40-45,"7,,68",,"652,63",35-40,3200 (сток ),3,10-12,
,,,,,,3000,1.99,,"167,23",,"7,4",,"626,63",,,,,
,,,,,,5000,"1,8",,"152,26",50-55,"7,1",,"601,54",45-50,,,,
,,,,,,10000,"1,8",,"149,81",,"6,9",,"578,71",,,,,
Лена,,"АВТОМОБИЛЬНЫЙ АРОМАТИЗАТОР  динамический



","Комментарий ""можно предложить аналоги в бюджете до 500 руб (чем меньше, тем лучше, но качество хорошее) , основной синий цвет
как доп. варианты в РФ 


","Материал: металл. сплав 
Размер:  55х70 мм
Упаковка: коробка.                            Примечание от фабрики: аналог ", Дизайн: лого 1 цвет ,1000,"5,9",,"494,24",50-55,"7,,68",,"652,63",35-40,7 928,5-7,12-15,
,,,,,,3000,"5,8",,"484,41",,"7,4",,"626,63",,,,,
,,,,,,5000,"5,7",,"475,49",50-55,"7,1",,"601,54",45-50,,,,
,,,,,,10000,"5,5",,"463,73",,"6,9",,"578,71",,,,,
Лена,,"АВТОМОБИЛЬНЫЙ АРОМАТИЗАТОР  динамический



","Комментарий ""можно предложить аналоги в бюджете до 500 руб (чем меньше, тем лучше, но качество хорошее) , основной синий цвет
как доп. варианты в РФ 


","Материал: металл. сплав 
Размер диаметр 38мм
Упаковка: коробка.                            Примечание от фабрики: аналог ", Дизайн: цветное нанесение ,1000,"3,5",,"296,94",50-55,"7,,68",,"652,63",35-40,9 100,5-7,12-15,
,,,,,,3000,"3,5",,"292,33",,"7,4",,"626,63",,,,,
,,,,,,5000,"3,4",,"288,62",50-55,"7,1",,"601,54",45-50,,,,
,,,,,,10000,"3,4",,"281,51",,"6,9",,"578,71",,,,,
Лена,,"АВТОМОБИЛЬНЫЙ АРОМАТИЗАТОР  динамический



","Комментарий ""можно предложить аналоги в бюджете до 500 руб (чем меньше, тем лучше, но качество хорошее) , основной синий цвет
как доп. варианты в РФ 


","Материал: металл. сплав 
Размер
Упаковка: коробка.                            Примечание от фабрики: аналог ", Дизайн: лого 1 цвет ,1000,"8,3",,"695,11",50-55,"7,,68",,"652,63",35-40,8 200,5-7,12-15,
,,,,,,3000,"8,1",,"681,6",,"7,4",,"626,63",,,,,
,,,,,,5000,"7,9",,"660,73",50-55,"7,1",,"601,54",45-50,,,,
,,,,,,10000,"7,9",,"650,57",,"6,9",,"578,71",,,,,
Света Ч,,"Знак аварийной остановки


","Упаковка: пластиковый футляр
Брендирование: цвет синий/белый, нанесение логотипа
Габариты без упаковки: 700х300х430 мм


","Материал: пластик
Размер: 44×14.5×3.3 см, длина стороны 43 см
Упаковка: индивидуальный красный пластиковый кейс", Дизайн: из наличия,1000,"8,2","697,9",,55-60,"10,2","867,5",,45-50,3 100,2,12-14,
,,,,,,3000,"6,7","565,1",,,"8,5","724,7",,,,,,
,,,,,,5000,"6,2","529,7",,65-70,"8,1","684,3",,55-60,,,,
,,,,,,10000,"5,5","466,4",,,"7,1","606,0",,,,,,
Саша,,"Фонарь магнитный 


","""Емкостью аккамулятора 1000mAh, оборудован магнитом  и ремешком для удобства использования.  Имеет три режима свечения: белое свечение, режим SOS, предупреждающий режим. 
Солнечная батарея позволяет в солнечные дни не заряжать его, достаточно примагнитить к автомобилю  с солнечной стороны. 

Нанесение печать 2+0 5*2см

Комментарий из подборки ММ, до 500-700р. 


","Материал: пластик
Размер: 26*4cm
Упаковка: opp
Примечание от фабрики: печать только серого цвета", Дизайн: по запросу,1000,"60,8",,"5171,7",45-50,"81,3",,"6913,7",35-40,17 757,7,17-19,
,,,,,,3000,"60,1",,"5103,9",45-50,"80,5",,"6845,9",35-40,,,,
,,,,,,5000,"59,9",,"5090,4",45-50,"80,4",,"6832,4",35-40,,,,
,,,,,,10000,"59,8",,"5080,2",50-55,"80,3",,"6822,2",40-45,,,,
Света Ч,,"Автомобильный держатель 

","Комментарий прошу запросить варианты держателей до 500 руб (3-4 ваианта)


","Беспроводное зарядное устройство и магнитный автомобильный держатель для телефона
Материалы: ABS + силикон
Вход: DC 5V/3A, 9V/2A (рекомендуется источник питания от 18 Вт и выше)
Выход: Беспроводная зарядка до 15 Вт (макс), 10 Вт / 7,5 Вт / 5 Вт
Размер продукта: 6*6*3 см
Вес продукта: 52,3 г / 112 г
Комплектация: Беспроводное зарядное устройство, кабель для передачи данных 1 м, инструкция на китайском и английском языках, упаковка в цветной коробке с английским оформлением.
Примечание от фабрики: минимальный тираж для нанесения логотипа 10000 шт"," Дизайн: до 10 тыс шт - из наличия, от 10 тыс шт - нанесение логотипа 1 цвет, 1 место",1000,"6,5","555,2",,55-60,"7,0","596,6",,45-50,6 300,7,17-19,
,,,,,,3000,"5,9","501,6",,,"6,4","541,7",,,,,,
,,,,,,5000,"5,7","486,2",,65-70,"6,2","525,1",,55-60,,,,
,,,,,,10000,"4,8",,"411,77",,"5,3",,"448,23",,,,,
Света Ч,,"Автомобильный держатель 

","Комментарий прошу запросить варианты держателей до 500 руб (3-4 ваианта)


","Магнитный автомобильный держатель для телефона на воздуховод
Цвет: Черный
Вес: около 68 г (включая упаковку)
Материалы: PC + силикон + металл + магнит
Способ установки: Крепление на вентиляционную решетку
Подходящие модели телефонов: Все телефоны
Примечание от фабрики: минимальный тираж для нанесения логотипа 3000 шт"," Дизайн: до 3 тыс шт - из наличия, от 3 тыс шт - нанесение логотипа 1 цвет, 1 место",1000,"8,8","748,6",,55-60,"9,5","803,9",,45-50,12 000,7,17-19,
,,,,,,3000,"7,7",,"653,0",,"8,3",,"706,8",,,,,
,,,,,,5000,"7,2",,"613,3",65-70,"7,8",,"663,7",55-60,,,,
,,,,,,10000,"6,8",,"573,6",,"7,3",,"620,8",,,,,
Света Ч,,"Автомобильный держатель 

","Комментарий прошу запросить варианты держателей до 500 руб (3-4 ваианта)


","Магнитный автомобильный держатель для телефона на воздуховод с беспроводной зарядкой
Цвет: Черный / белый
Вход: 5V 2A / 9V 2A (зарядное устройство с поддержкой QC3.0)
Выход: 5W / 7.5W / 10W / 15W — автоопределение (адаптивная зарядка)
Интерфейс: вход Type-C
Комплектация: цветная коробка + кабель для быстрой зарядки 1 м + зажим для воздуховода + инструкция"," Дизайн: нанесение логотипа 1 цвет, 1 место",1000,"5,7",,"482,9",60-65,"6,2",,"527,4",50-55,5 900,5,15-17,
,,,,,,3000,"5,5",,"465,9",,"6,0",,"509,1",,,,,
,,,,,,5000,"5,3",,"451,3",65-70,"5,8",,"493,2",55-60,,,,
,,,,,,10000,"5,0",,"422,7",,"5,4",,"462,0",,,,,
Света Ч,,"Автомобильный адаптер


","Комментарий прошу запросить варианты держателей до 500 руб (3-4 ваианта)


","Автомобильное зарядное устройство в скрытом минималистичном дизайне
Материал: Металл (цинковый сплав)
Цвет: Чёрный, серебристый
Размеры устройства: 23,7 × 23,7 × 39 мм (диаметр порта: 20,5 мм)
Вес устройства: около 22 г
Общая выходная мощность: 240W
Выход:
TYPE-C + USB: 5V / 3.1A
USB: 5V–3A / 9V–3A / 12V–1.5A (22,5W супербыстрая зарядка
Размер упаковки: 105 × 70 × 32 мм", Дизайн: нанесение логотипа - гравировка,1000,"1,8",,"154,6",40-45,"1,9",,"161,1",30-35,2 100,3,13-15,
,,,,,,3000,"1,8",,"153,5",,"1,9",,"160,0",,,,,
,,,,,,5000,"1,7",,"148,3",,"1,8",,"154,8",,,,,
,,,,,,10000,"1,7",,"143,8",,"1,8",,"150,1",,,,,
Света Ч,,"Автомобильный адаптер


","Комментарий прошу запросить варианты держателей до 500 руб (3-4 ваианта)


","Автомобильное зарядное устройство с функцией быстрой зарядки
Материал: Металл (цинковый сплав)
Цвет: Чёрный
Выход:
PD 30W — Порт Type-C с поддержкой Power Delivery до 30 Вт
QC 3.0 — Порт USB с поддержкой Quick Charge 3.0", Дизайн: нанесение логотипа - гравировка,1000,"2,1",,"179,5",50-55,"2,2",,"186,0",40-45,5 800,7,17-19,
,,,,,,3000,"2,1",,"178,4",,"2,2",,"184,9",,,,,
,,,,,,5000,"1,8",,"153,3",,"1,9",,"159,8",,,,,
,,,,,,10000,"1,8",,"148,6",,"1,8",,"154,9",,,,,
Света Ч,,"Автомобильная подушка

","Цвет синий

Комментарий  такая и аналог / какой кастом - 
 https://aliexpress.ru/item/1005005060743750.html?spm=a2g2w.detail.similar_rcmd.1.49cb5d02nNJ5OZ&mixer_rcmd_bucket_id=aerabtestalgoRecommendAbV2_testRankingNewFeaturesItemContextSimilar&pdp_trigger_item_id=0_1005006468130893&ru_algo_pv_id=8e8495-61b690-24ee37-0bacf7-1739347200&scenario=aerSimilarItemPdpRcmd&sku_id=12000033724456216&traffic_source=recommendation&type_rcmd=core

+РФ про-во""


","Подушка под поясницу
Материал: Поверхность из ледяного шелка, наполнитель — пена с эффектом памяти
Размер: 42*31*10
Упаковка: индивидуальный пакет", Дизайн: голубой цвет из наличия,1000,"10,2","870,5",,40-45,"12,5","1065,1",,30-35,3 200,2,12-14,
,,,,,,3000,"9,6","818,2",,45-50,"11,8","1001,3",,35-40,,,,
,,,,,,5000,"9,3","792,4",,55-60,"11,4","969,8",,45-50,,,,
,,,,,,10000,"8,4","715,6",,65-70,"10,3","875,9",,55-60,,,,
Саша,,Подушка-плед,"Плед-подушка, трансформирующийся в подушку.  Размер: 50 х 50; 135 х 200 см.

Нанесение ВПХ шеврон 5*3 см 2+0
        
        
        ","Материал: бархат
Размер: 40*40cm
Упаковка: опп пакет
Примечание от фабрики: ", Дизайн: по запросу,1000,"29,5",,"2508,7",45-50,"34,5",,"2929,2",35-40,11 877,7,17-19,
,,,,,,3000,"29,2",,"2479,6",45-50,"34,1",,"2897,6",35-40,,,,
,,,,,,5000,"29,0",,"2462,0",45-50,"33,9",,"2877,6",35-40,,,,
,,,,,,10000,"28,8",,"2445,2",50-55,"33,6",,"2858,3",40-45,,,,
