,подстаканники,"Материал: кожзам
Размер:  11,5*11,5*4см
Упаковка:  пакет
Примечание от фабрики: 6 в наборе", Дизайн: одноцветный логотип,100,"9,510","855,90",40-45,"10,624","956,20",30-35,12 000,6,16-18,
,колонка,"Материал: пластик
Размер:  20*12*17см
Упаковка: инд коробка
Примечание от фабрики: ", Дизайн: одноцветный логотип,100,"78,472","7062,44",40-45,"83,368","7503,08",30-35,10 000,7,17-19,
,Сумка для бутылок ,"Материал: полиэстер 
Размер:  45*24см
Упаковка: пакет
Примечание от фабрики: ", Дизайн: выкрас по карте цветов от фабрики  ,100,"36,780","3309,79",50-55,"38,830","3494,92",40-45,10 685,7,17-19,
,Сумка для бутылок ,"Материал:  полиэстер 
Размер:  36*32см
Упаковка:  пакет 
Примечание от фабрики: ", Дизайн: выкрас по карте цветов от фабрики  ,100,"39,990","3599,41",50-55,"42,050","3784,54",40-45,10 685,7,17-19,
,Сумка для бутылок ,"Материал:  полиэстер 
Размер:  37*20см
Упаковка:  пакет 
Примечание от фабрики: ", Дизайн: выкрас по карте цветов от фабрики  ,100,"35,710","3213,74",50-55,"37,390","3365,21",40-45,10 685,7,17-19,
,Сумка для бокалов ,"Материал:  eva
Размер: 29*25.5*13
Упаковка:  пакет 
Примечание от фабрики: "," Дизайн: сумка черная, лого 1 цвет  ",100,"16,410","1476,98",50-55,"18,820","1693,37",40-45,7 182,7,17-19,
,Шнурок на стакан ,"Материал:  полиэстер 
Размер: 
Упаковка:  пакет 
Примечание от фабрики: по карте цветво от фабрики ", Дизайн: бе брендирвоания ,100,"3,610","424,68",50-55,"3,910","451,61",40-45,5 119,7,17-19,
,Холдер ,"Материал:  кож зам
Размер: 
Упаковка:  пакет 
Примечание от фабрики: ", Дизайн: лого тиснение ,100,"6,270","564,56",50-55,"6,610","594,69",40-45,8 119,7,17-19,
,Холдер ,"Материал:  кож зам
Размер: 
Упаковка:  пакет 
Примечание от фабрики: ", Дизайн: лого тиснение ,100,"13,840","1245,19",50-55,"14,210","1278,85",40-45,8 119,7,17-19,
,Холдер ,"Материал:  кож зам
Размер: 
Упаковка:  пакет 
Примечание от фабрики: ", Дизайн: лого тиснение ,100,"6,450","580,56",50-55,"6,800","611,98",40-45,8 119,7,17-19,
,Холдер ,"Материал:  кож зам
Размер: 
Упаковка:  пакет 
Примечание от фабрики: ", Дизайн: лого тиснение ,100,"6,810","613,30",50-55,"7,190","646,96",40-45,8 119,7,17-19,
