product_id,project_id,project_name,product_name,row_number,duplicate_number,group_size,action
16154,1827,[Просчет] антистресс капля нефти,мягкий,9,2,2,DELETE
16064,1827,[Просчет] антистресс капля нефти,плотный,7,1,2,KEEP
16153,1827,[Просчет] антистресс капля нефти,плотный,7,2,2,DELETE
16059,1827,[Просчет] антистресс капля нефти,Сквиш-капля,3,1,2,KEEP
16151,1827,[Просчет] антистресс капля нефти,Сквиш-капля,3,2,2,DELETE
16669,1836,[Просчет] Шнурок для мобильного,Шнурок,3,1,2,KEEP
16671,1836,[Просчет] Шнурок для мобильного,Шнурок,4,1,2,KEEP
16944,1836,[Просчет] Шнурок для мобильного,Шнурок,3,2,2,DELETE
16945,1836,[Просчет] Шнурок для мобильного,Шнурок,4,2,2,DELETE
15668,1841,"[Просчет] ХЭДКОРН, ООО / Блокноты 04-06-2024",черный блокнот А5 100 листов,3,1,2,KEEP
15916,1841,"[Просчет] ХЭДКОРН, ООО / Блокноты 04-06-2024",черный блокнот А5 100 листов,3,2,2,DELETE
15645,1848,[Просчет] Браслеты,Браслет,3,1,2,KEEP
15880,1848,[Просчет] Браслеты,Браслет,3,2,2,DELETE
16495,1854,[Просчет] Татьяна / Джойстики - 100 шт 03-06-2024,"Джойстик ""турбо""",3,1,2,KEEP
16756,1854,[Просчет] Татьяна / Джойстики - 100 шт 03-06-2024,"Джойстик ""турбо""",3,2,2,DELETE
15518,1862,[Просчет] Запрос котировок на вып-е работ по изг-нию и поставке форм.одежды для нужд АНО ДПО «Корпоративный университет РЖД» (ЗК9),бомбер,3,1,6,KEEP
15520,1862,[Просчет] Запрос котировок на вып-е работ по изг-нию и поставке форм.одежды для нужд АНО ДПО «Корпоративный университет РЖД» (ЗК9),бомбер,5,2,6,DELETE
15558,1862,[Просчет] Запрос котировок на вып-е работ по изг-нию и поставке форм.одежды для нужд АНО ДПО «Корпоративный университет РЖД» (ЗК9),бомбер,3,3,6,DELETE
15560,1862,[Просчет] Запрос котировок на вып-е работ по изг-нию и поставке форм.одежды для нужд АНО ДПО «Корпоративный университет РЖД» (ЗК9),бомбер,5,4,6,DELETE
15749,1862,[Просчет] Запрос котировок на вып-е работ по изг-нию и поставке форм.одежды для нужд АНО ДПО «Корпоративный университет РЖД» (ЗК9),бомбер,3,5,6,DELETE
15752,1862,[Просчет] Запрос котировок на вып-е работ по изг-нию и поставке форм.одежды для нужд АНО ДПО «Корпоративный университет РЖД» (ЗК9),бомбер,5,6,6,DELETE
15519,1862,[Просчет] Запрос котировок на вып-е работ по изг-нию и поставке форм.одежды для нужд АНО ДПО «Корпоративный университет РЖД» (ЗК9),футболка,4,1,6,KEEP
15521,1862,[Просчет] Запрос котировок на вып-е работ по изг-нию и поставке форм.одежды для нужд АНО ДПО «Корпоративный университет РЖД» (ЗК9),футболка,6,2,6,DELETE
15559,1862,[Просчет] Запрос котировок на вып-е работ по изг-нию и поставке форм.одежды для нужд АНО ДПО «Корпоративный университет РЖД» (ЗК9),футболка,4,3,6,DELETE
15561,1862,[Просчет] Запрос котировок на вып-е работ по изг-нию и поставке форм.одежды для нужд АНО ДПО «Корпоративный университет РЖД» (ЗК9),футболка,6,4,6,DELETE
15751,1862,[Просчет] Запрос котировок на вып-е работ по изг-нию и поставке форм.одежды для нужд АНО ДПО «Корпоративный университет РЖД» (ЗК9),футболка,4,5,6,DELETE
15753,1862,[Просчет] Запрос котировок на вып-е работ по изг-нию и поставке форм.одежды для нужд АНО ДПО «Корпоративный университет РЖД» (ЗК9),футболка,6,6,6,DELETE
16214,1863,"[Просчет] ООО ""ББ"" / Брелок МТС составной 20-05-2024",Карабин,22,1,2,KEEP
16216,1863,"[Просчет] ООО ""ББ"" / Брелок МТС составной 20-05-2024",Карабин,24,1,2,KEEP
16217,1863,"[Просчет] ООО ""ББ"" / Брелок МТС составной 20-05-2024",Карабин,26,1,2,KEEP
16220,1863,"[Просчет] ООО ""ББ"" / Брелок МТС составной 20-05-2024",Карабин,28,1,2,KEEP
16223,1863,"[Просчет] ООО ""ББ"" / Брелок МТС составной 20-05-2024",Карабин,30,1,2,KEEP
16226,1863,"[Просчет] ООО ""ББ"" / Брелок МТС составной 20-05-2024",Карабин,32,1,2,KEEP
16228,1863,"[Просчет] ООО ""ББ"" / Брелок МТС составной 20-05-2024",Карабин,34,1,2,KEEP
16230,1863,"[Просчет] ООО ""ББ"" / Брелок МТС составной 20-05-2024",Карабин,22,2,2,DELETE
16231,1863,"[Просчет] ООО ""ББ"" / Брелок МТС составной 20-05-2024",Карабин,36,1,2,KEEP
16232,1863,"[Просчет] ООО ""ББ"" / Брелок МТС составной 20-05-2024",Карабин,24,2,2,DELETE
16233,1863,"[Просчет] ООО ""ББ"" / Брелок МТС составной 20-05-2024",Карабин,26,2,2,DELETE
16235,1863,"[Просчет] ООО ""ББ"" / Брелок МТС составной 20-05-2024",Карабин,28,2,2,DELETE
16236,1863,"[Просчет] ООО ""ББ"" / Брелок МТС составной 20-05-2024",Карабин,30,2,2,DELETE
16237,1863,"[Просчет] ООО ""ББ"" / Брелок МТС составной 20-05-2024",Карабин,32,2,2,DELETE
16238,1863,"[Просчет] ООО ""ББ"" / Брелок МТС составной 20-05-2024",Карабин,34,2,2,DELETE
16240,1863,"[Просчет] ООО ""ББ"" / Брелок МТС составной 20-05-2024",Карабин,36,2,2,DELETE
16209,1863,"[Просчет] ООО ""ББ"" / Брелок МТС составной 20-05-2024",Облако,18,1,2,KEEP
16227,1863,"[Просчет] ООО ""ББ"" / Брелок МТС составной 20-05-2024",Облако,18,2,2,DELETE
16199,1863,"[Просчет] ООО ""ББ"" / Брелок МТС составной 20-05-2024",Пластина,9,1,2,KEEP
16201,1863,"[Просчет] ООО ""ББ"" / Брелок МТС составной 20-05-2024",Пластина,11,1,2,KEEP
16203,1863,"[Просчет] ООО ""ББ"" / Брелок МТС составной 20-05-2024",Пластина,13,1,2,KEEP
16221,1863,"[Просчет] ООО ""ББ"" / Брелок МТС составной 20-05-2024",Пластина,9,2,2,DELETE
16222,1863,"[Просчет] ООО ""ББ"" / Брелок МТС составной 20-05-2024",Пластина,11,2,2,DELETE
16224,1863,"[Просчет] ООО ""ББ"" / Брелок МТС составной 20-05-2024",Пластина,13,2,2,DELETE
16206,1863,"[Просчет] ООО ""ББ"" / Брелок МТС составной 20-05-2024",Снежинка,15,1,2,KEEP
16211,1863,"[Просчет] ООО ""ББ"" / Брелок МТС составной 20-05-2024",Снежинка,21,1,2,KEEP
16225,1863,"[Просчет] ООО ""ББ"" / Брелок МТС составной 20-05-2024",Снежинка,15,2,2,DELETE
16229,1863,"[Просчет] ООО ""ББ"" / Брелок МТС составной 20-05-2024",Снежинка,21,2,2,DELETE
16195,1863,"[Просчет] ООО ""ББ"" / Брелок МТС составной 20-05-2024",Шнурок,3,1,2,KEEP
16197,1863,"[Просчет] ООО ""ББ"" / Брелок МТС составной 20-05-2024",Шнурок,5,1,2,KEEP
16218,1863,"[Просчет] ООО ""ББ"" / Брелок МТС составной 20-05-2024",Шнурок,3,2,2,DELETE
16219,1863,"[Просчет] ООО ""ББ"" / Брелок МТС составной 20-05-2024",Шнурок,5,2,2,DELETE
16234,1863,"[Просчет] ООО ""ББ"" / Брелок МТС составной 20-05-2024",Шнурок,38,1,2,KEEP
16241,1863,"[Просчет] ООО ""ББ"" / Брелок МТС составной 20-05-2024",Шнурок,38,2,2,DELETE
16535,1864,[Просчет] Света Иллан / антистрессы,Бесконечный кубик,3,1,2,KEEP
16830,1864,[Просчет] Света Иллан / антистрессы,Бесконечный кубик,3,2,2,DELETE
16537,1864,[Просчет] Света Иллан / антистрессы,Кубик антистресс,4,1,2,KEEP
16833,1864,[Просчет] Света Иллан / антистрессы,Кубик антистресс,4,2,2,DELETE
15589,1866,[Просчет] ООО МГМ / Расчет (Универсальная позиция)_курсор для календаря_30 000_ГПБ Автолизинг_КГИ _ММ 20-05-2024,Магнитный курсор для календаря,3,1,2,KEEP
15590,1866,[Просчет] ООО МГМ / Расчет (Универсальная позиция)_курсор для календаря_30 000_ГПБ Автолизинг_КГИ _ММ 20-05-2024,Магнитный курсор для календаря,4,1,2,KEEP
15796,1866,[Просчет] ООО МГМ / Расчет (Универсальная позиция)_курсор для календаря_30 000_ГПБ Автолизинг_КГИ _ММ 20-05-2024,Магнитный курсор для календаря,3,2,2,DELETE
15798,1866,[Просчет] ООО МГМ / Расчет (Универсальная позиция)_курсор для календаря_30 000_ГПБ Автолизинг_КГИ _ММ 20-05-2024,Магнитный курсор для календаря,4,2,2,DELETE
16371,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,"Алюминиевый стакан, меняющий цвет от холодного напитка",20,1,2,KEEP
16502,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,"Алюминиевый стакан, меняющий цвет от холодного напитка",20,2,2,DELETE
16360,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Антирадиационный стикер,13,1,2,KEEP
16484,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Антирадиационный стикер,13,2,2,DELETE
16384,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Бейсболка классическая. Вид 4,29,1,2,KEEP
16533,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Бейсболка классическая. Вид 4,29,2,2,DELETE
16385,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Бейсболка классическая. Вид 5,30,1,2,KEEP
16536,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Бейсболка классическая. Вид 5,30,2,2,DELETE
16387,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Бейсболка с прямым козырьком. Вид 1,31,1,2,KEEP
16539,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Бейсболка с прямым козырьком. Вид 1,31,2,2,DELETE
16388,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Бейсболка с прямым козырьком. Вид 2,32,1,2,KEEP
16542,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Бейсболка с прямым козырьком. Вид 2,32,2,2,DELETE
16374,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,"Беспроводная зарядная станция для телефона, умных часов и наушников",22,1,2,KEEP
16507,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,"Беспроводная зарядная станция для телефона, умных часов и наушников",22,2,2,DELETE
16363,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Беспроводная клавиатура. Вид 1.,15,1,2,KEEP
16488,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Беспроводная клавиатура. Вид 1.,15,2,2,DELETE
16364,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Беспроводная клавиатура. Вид 2.,16,1,2,KEEP
16491,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Беспроводная клавиатура. Вид 2.,16,2,2,DELETE
16356,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,"Брелок с подвесками (цена и сроки рассчитаны примерно, так как без макетов точный расчет произвести невозможно)",10,1,2,KEEP
16472,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,"Брелок с подвесками (цена и сроки рассчитаны примерно, так как без макетов точный расчет произвести невозможно)",10,2,2,DELETE
16383,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Брелок-шнурок,28,1,2,KEEP
16529,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Брелок-шнурок,28,2,2,DELETE
16380,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Вентилятор ручной с карабином,26,1,2,KEEP
16520,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Вентилятор ручной с карабином,26,2,2,DELETE
16369,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Зарядное устройство 10000 мач. Вид 1,19,1,2,KEEP
16500,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Зарядное устройство 10000 мач. Вид 1,19,2,2,DELETE
16368,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Зарядное устройство 10000 мач. Вид 2,18,1,2,KEEP
16496,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Зарядное устройство 10000 мач. Вид 2,18,2,2,DELETE
16366,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Зонт складной. Вид 4,17,1,2,KEEP
16493,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Зонт складной. Вид 4,17,2,2,DELETE
16377,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,"Игровой Набор 
Клавиатура + мышь",24,1,2,KEEP
16514,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,"Игровой Набор 
Клавиатура + мышь",24,2,2,DELETE
16372,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,"Интерьерное украшение 
Елка",21,1,2,KEEP
16505,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,"Интерьерное украшение 
Елка",21,2,2,DELETE
16401,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Капюшон дутый,41,1,2,KEEP
16564,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Капюшон дутый,41,2,2,DELETE
16397,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,"Коврик для йоги. Вид 1
(стоимость примерная, для предоставления точной необходим визуал логотипа )",38,1,2,KEEP
16557,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,"Коврик для йоги. Вид 1
(стоимость примерная, для предоставления точной необходим визуал логотипа )",38,2,2,DELETE
16398,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,"Коврик для йоги. Вид 2
(стоимость примерная, для предоставления точной необходим визуал логотипа )",39,1,2,KEEP
16559,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,"Коврик для йоги. Вид 2
(стоимость примерная, для предоставления точной необходим визуал логотипа )",39,2,2,DELETE
16412,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Косметичка. Вид 1,50,1,2,KEEP
16586,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Косметичка. Вид 1,50,2,2,DELETE
16362,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Круглая шунгитовая пластина стикер на телефон,14,1,2,KEEP
16486,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Круглая шунгитовая пластина стикер на телефон,14,2,2,DELETE
16354,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Кубик рубика брелок,9,1,2,KEEP
16470,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Кубик рубика брелок,9,2,2,DELETE
16391,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Лампа с часами,34,1,2,KEEP
16547,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Лампа с часами,34,2,2,DELETE
16392,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Лампа Сяоми,35,1,2,KEEP
16551,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Лампа Сяоми,35,2,2,DELETE
16422,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Маска для сна,55,1,2,KEEP
16598,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Маска для сна,55,2,2,DELETE
16395,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Массажер,37,1,2,KEEP
16555,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Массажер,37,2,2,DELETE
16414,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Несессер дутый,51,1,2,KEEP
16588,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Несессер дутый,51,2,2,DELETE
16381,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Ночник с часами,27,1,2,KEEP
16522,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Ночник с часами,27,2,2,DELETE
16419,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Пазлы «Кубик»,54,1,2,KEEP
16594,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Пазлы «Кубик»,54,2,2,DELETE
16346,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Подставка для наушников,4,1,2,KEEP
16389,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Подставка для наушников,33,1,2,KEEP
16452,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Подставка для наушников,4,2,2,DELETE
16544,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Подставка для наушников,33,2,2,DELETE
16409,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Поясная сумка. Вид 1,48,1,2,KEEP
16581,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Поясная сумка. Вид 1,48,2,2,DELETE
16423,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,"Пресс-папье

Стоимость ориентировочная, окончательная после предоставления макетов",58,1,2,KEEP
16601,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,"Пресс-папье

Стоимость ориентировочная, окончательная после предоставления макетов",58,2,2,DELETE
16345,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Ручка-переводчик,3,1,2,KEEP
16449,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Ручка-переводчик,3,2,2,DELETE
16426,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Рюкзак,59,1,2,KEEP
16604,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Рюкзак,59,2,2,DELETE
16351,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Рюкзак-дутик производство,7,1,2,KEEP
16461,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Рюкзак-дутик производство,7,2,2,DELETE
16348,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Рюкзак-дутик (фабричный),5,1,2,KEEP
16349,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Рюкзак-дутик (фабричный),6,1,2,KEEP
16455,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Рюкзак-дутик (фабричный),5,2,2,DELETE
16458,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Рюкзак-дутик (фабричный),6,2,2,DELETE
16357,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,"Рюкзак под производство (цена и сроки рассчитаны примерно, так как без макетов точный расчет произвести невозможно)",11,1,2,KEEP
16475,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,"Рюкзак под производство (цена и сроки рассчитаны примерно, так как без макетов точный расчет произвести невозможно)",11,2,2,DELETE
16358,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,"Рюкзак-сумка под производство (цена и сроки рассчитаны примерно, так как без макетов точный расчет произвести невозможно)",12,1,2,KEEP
16479,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,"Рюкзак-сумка под производство (цена и сроки рассчитаны примерно, так как без макетов точный расчет произвести невозможно)",12,2,2,DELETE
16404,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Спортивная сумка дутая,44,1,2,KEEP
16570,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Спортивная сумка дутая,44,2,2,DELETE
16375,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Стеклянная бутылка со шкалой контроля потребления воды,23,1,2,KEEP
16511,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Стеклянная бутылка со шкалой контроля потребления воды,23,2,2,DELETE
16399,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,"Стяжка на коврика для йоги
(стоимость примерная, для предоставления точной необходим визуал шеврона )",40,1,2,KEEP
16560,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,"Стяжка на коврика для йоги
(стоимость примерная, для предоставления точной необходим визуал шеврона )",40,2,2,DELETE
16417,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Сумка для ноутбука. Вид 3,53,1,2,KEEP
16592,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Сумка для ноутбука. Вид 3,53,2,2,DELETE
16403,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Сумка для ноутбука дутая,43,1,2,KEEP
16568,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Сумка для ноутбука дутая,43,2,2,DELETE
16411,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Сумка-кроссбоди дутая,49,1,2,KEEP
16583,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Сумка-кроссбоди дутая,49,2,2,DELETE
16378,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Термобутылка с UV стерилизацией воды,25,1,2,KEEP
16517,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Термобутылка с UV стерилизацией воды,25,2,2,DELETE
16353,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Термос с функцией подогрева и авто-размешивания,8,1,2,KEEP
16467,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Термос с функцией подогрева и авто-размешивания,8,2,2,DELETE
16394,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Чемодан,36,1,2,KEEP
16553,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Чемодан,36,2,2,DELETE
16402,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Чехол для ноутбука дутый,42,1,2,KEEP
16566,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Чехол для ноутбука дутый,42,2,2,DELETE
16405,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Шоппер дутый. Вид 1,45,1,2,KEEP
16573,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Шоппер дутый. Вид 1,45,2,2,DELETE
16406,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Шоппер дутый. Вид 2,46,1,2,KEEP
16576,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Шоппер дутый. Вид 2,46,2,2,DELETE
16408,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Шоппер дутый. Вид 3,47,1,2,KEEP
16578,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Шоппер дутый. Вид 3,47,2,2,DELETE
16415,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Шторка для камеры,52,1,2,KEEP
16590,1867,[Просчет] Иллан / Расчёт тендер_100-1000_Т1_КГИ_ММ 20-05-2024,Шторка для камеры,52,2,2,DELETE
16433,1868,[Просчет] ООО Хэдкорн / Шопперы techweek 20-05-2024,Шоппер,3,1,2,KEEP
16434,1868,[Просчет] ООО Хэдкорн / Шопперы techweek 20-05-2024,Шоппер,4,1,2,KEEP
16620,1868,[Просчет] ООО Хэдкорн / Шопперы techweek 20-05-2024,Шоппер,3,2,2,DELETE
16622,1868,[Просчет] ООО Хэдкорн / Шопперы techweek 20-05-2024,Шоппер,4,2,2,DELETE
16796,1873,[Просчет] ООО МГМ / Расчет (Универсальная позиция)_елочные шары_3000_Ориджиналс Продакшн_КГИ_ММ 17-05-2024,Шар новогодний с полной запечаткой,3,1,2,KEEP
17025,1873,[Просчет] ООО МГМ / Расчет (Универсальная позиция)_елочные шары_3000_Ориджиналс Продакшн_КГИ_ММ 17-05-2024,Шар новогодний с полной запечаткой,3,2,2,DELETE
16726,1874,Иллан сумки для ноутов и подушка / Расчет (Универсальная позиция)_ВТБ перерасчёт позиций договора_50-3000_ВТБ_КГИ_ММ 17-05-2024,Подушка-плед,5,1,2,KEEP
16978,1874,Иллан сумки для ноутов и подушка / Расчет (Универсальная позиция)_ВТБ перерасчёт позиций договора_50-3000_ВТБ_КГИ_ММ 17-05-2024,Подушка-плед,5,2,2,DELETE
16724,1874,Иллан сумки для ноутов и подушка / Расчет (Универсальная позиция)_ВТБ перерасчёт позиций договора_50-3000_ВТБ_КГИ_ММ 17-05-2024,Сумка для ноутбука 13 дюймов,4,1,2,KEEP
16977,1874,Иллан сумки для ноутов и подушка / Расчет (Универсальная позиция)_ВТБ перерасчёт позиций договора_50-3000_ВТБ_КГИ_ММ 17-05-2024,Сумка для ноутбука 13 дюймов,4,2,2,DELETE
