ID,Название,Ошибок_x10,Всего,%,URL
2898,[Просчет-РФ] Запрос Изготовления матрешек___ТМГ СПБ (ООО Полиграфия),20,20,100.0%,https://docs.google.com/spreadsheets/d/1ySpri81IGlQVxNspr1JCffBkWMG60mPhxlK1-HIHjDg
852,[Просчет-РФ] Екатерина Майорова / Шейкеры и ручки_700/1500/300_Санта Бремор 10-03-2025,20,20,100.0%,https://docs.google.com/spreadsheets/d/13ITF5bk7iUAP3q_OXZ9xxxxIOKWYKKNjsDIA1sapCjs
259,[Просчет-РФ] Брелоки Вкусно и Точка,20,20,100.0%,https://docs.google.com/spreadsheets/d/1nFrsG0ng1Jb2VU1rVuOtxyMSkeLlKCiPv4PSKrne8Gg
304,"[Просчет] ООО ""КГИ"" / Бутылки и Пеналы 12-08-2025",20,20,100.0%,https://docs.google.com/spreadsheets/d/1zE-6RzipAWtxL1j2BUB510QN9krjTH0GMmo_a7P3UFY
2754,[Просчет] Юлия Мирошниченко / Росатом_раздатка 05-06-2025,20,20,100.0%,https://docs.google.com/spreadsheets/d/1qguBPEtC2nrdy3FXpjEDHN55qwbVxXrUso8WF8ACcVY
2597,[Просчет-РФ] Кирилл Вихров Иллан / Пробка для вина вакуумная - 1350 шт 30-05-2025,20,20,100.0%,https://docs.google.com/spreadsheets/d/1ThnlYwTs8WGVOt3se1KPkZyMZUr1WfRwOlDgkI0qAvI
2439,[Просчет] Елизавета Шелопаева / Коврики_палки для скандинавской ходьбы_ВТБ_КГИ_Mega Mind 25-05-2025,20,20,100.0%,https://docs.google.com/spreadsheets/d/1HlIZUGUu3tQLKcKdaY0h_Q23Qy202U4uvh73YOMjxXs
2798,"[Просчет] ООО ""КГИ"" / Падел-теннис 04-04-2025",20,20,100.0%,https://docs.google.com/spreadsheets/d/1mlCfUqEFZi7tJTai7SMPxKcQGEImsGtRFM_uUM2jaRI
724,"[Просчет-РФ] Наталья Головань / Наши предложения - 1000, 2000, 3000, 5000 10-04-2025",20,20,100.0%,https://docs.google.com/spreadsheets/d/1q3SB6zM3ZCFXowG4Oeg72u5hKt--LgZJd8lvklemU7E
1325,[Просчет] Мешочки для саше,20,30,66.7%,https://docs.google.com/spreadsheets/d/1Xqxxzj-pbj4YvxAb-jFBxUBpUZML7mwIOhmZhwon4gM
481,[Просчет-РФ] Мария Княгинина / Шопперы Черкизово - 30 000 шт 24-06-2025,20,20,100.0%,https://docs.google.com/spreadsheets/d/1vP42bWqYgZayE9xzWGVLYVYbYCWHJmg3FZ4hJw-ulbE
2788,[Просчет] ООО Кастомлаб / Лавка Тунца 03-04-2025,20,20,100.0%,https://docs.google.com/spreadsheets/d/148sjSgKgISUBFtTwROlpiQ117NDXXxI2DyzvCFMhYT0
2789,[Просчет-РФ] ООО «СИМБОЛ КОММЬЮНИКЕЙШН ГРУПП» / провод 03.04.2025,20,20,100.0%,https://docs.google.com/spreadsheets/d/13_ovPYv7Z8M1T5x8yY5Vpc5s1wz9nKd2HYJkDL51Px0
2275,[Просчет] Елизавета Постных Иллан / значки/коробки_47530_СБЕР_ОТВЕТ_ММ 23-07-2025,20,20,100.0%,https://docs.google.com/spreadsheets/d/1A59RNcsa1FjGzCTExnlfK1I3ZNrLjTZnKyHnZlCofgU
1378,[Просчет] Светлана / 03-09-2024,20,20,100.0%,https://docs.google.com/spreadsheets/d/1YJnyrjvXqfqiDT0y_gbloCY2TucI7WnZg33twpwPTFw
3037,[Просчет] Полина Вальницкая / РАСЧЕТ_ежедневники 5000шт_Заслон_КГИ_ММ 07-10-2024,20,20,100.0%,https://docs.google.com/spreadsheets/d/1fBWEDe_giIGcY0gC9bOIx3DjaG4GZK2dwmhwYgaE1bA
220,[Просчет-РФ] Наташа Б. / 17-06-2025,20,28,71.4%,https://docs.google.com/spreadsheets/d/1_gxRXBdbBXodRPeyg0TDURKW2ZibupO9Z1sUDK-JKq0
368,[Просчет-РФ] Расчет_Елочка бумажная_500/700/1000/1500/2000_АБ РОССИЯ_КГИ,20,20,100.0%,https://docs.google.com/spreadsheets/d/1xVHYLshpEAHkwAWogw_VnKIo79qSGi1SIcV849Xmqzw
1019,[Просчет] ООО Кастомлаб / Билайн _ платок 25-02-2025,20,20,100.0%,https://docs.google.com/spreadsheets/d/19BZL0Q3UUyRQ0BAoqrLNOQEctt_tWx42V5aaZnu16-8
1008,[Просчет-РФ] Дорожные игры (10679),20,20,100.0%,https://docs.google.com/spreadsheets/d/1fLlb0lmIAol49sJEV6g-ID_xZqi6PMVpEb3Zcb2ImQc
2516,[Просчет-РФ] вип гаджеты,20,20,100.0%,https://docs.google.com/spreadsheets/d/1l1fV6NtEj9gPtIB3IK6TZ7JV4l_2m0taTnB9SciJaJU
219,[Просчет] Екатерина Литвина / Расчет (лайт)_дутый шарф и варежки_1000-5000 шт_НСПК _КГИ_Мегамаинд 11-07-2025,20,20,100.0%,https://docs.google.com/spreadsheets/d/1ILqa9VncSbA75tbcAhPFEj_HZ5-_OCeDiF8b78YHneo
1585,[Просчет] Запрос КП Левитирующий лого,20,20,100.0%,https://docs.google.com/spreadsheets/d/1r9aKgmbLJl6Y9pTOagu0Z0TtaoKYun9iEW0Hj2yyfsk
164,[Просчет] Ольга Стародубцева Иллан / тапочки/антистресс/плед-пончо/очки_100-300_ОТП Банк_КГИ_ММ 22-07-2025,19,55,34.5%,https://docs.google.com/spreadsheets/d/1xR59uoEzwexLor3GiM83f2SWw5ltOWorhEG1MCLd40M
2344,"[Просчет-РФ] НЬЮБИЗ_ПРОРАБОТКА_Джиббитсы 2500, Брелоки 3000, Игрушки 3000, Шопперы 1500, Формы для льда 1000_Очаково_КГИ",19,23,82.6%,https://docs.google.com/spreadsheets/d/1iSJyXz_X4mVjwTRz2mvq_OW8DV1t3XcGyCUTbp0WpXo
3017,[Просчет] Елизавета Постных Иллан / Москва туризм 04-10-2024,18,24,75.0%,https://docs.google.com/spreadsheets/d/1-jBQE1BNX8DeNMqhiFinXz-cWVC9aP7Y3BCsuMjm_gA
3003,[Просчет] Производство и поставка дорожных наборов для пассажиров и подарков,18,18,100.0%,https://docs.google.com/spreadsheets/d/1H4BSDp1ebS2N__1nnxIQkdx47h3NmONX6ub7xn5zAaQ
1589,[Просчет] ООО Кастомлаб / фотоаппарат 28-08-2024,18,18,100.0%,https://docs.google.com/spreadsheets/d/1HS-K6OdvbU-Q9BH26p_qVq2khQq63zy1h6YfQHH1guM
602,[Просчет] Ольга Стародубцева Иллан / Норникель_Рюкзак_КГИ_ММ 16-05-2025,18,18,100.0%,https://docs.google.com/spreadsheets/d/1WsgCGhGaAU53mN_rbKAu0w-dVRWNfvIOkS80FB65Pfg
1411,"[Просчет] ООО ""КАСТОМЛАБ"" / Носки змея 09-09-2024",18,30,60.0%,https://docs.google.com/spreadsheets/d/1QcREp8DLURK6S6_ZK6lmIzZXi_02Ae94jM1A7WHy-3k
560,[Просчет-РФ] Светлана Фролова / Проработка новой позиции Palitra ILLAN KIDS 26-06-2025,18,18,100.0%,https://docs.google.com/spreadsheets/d/1UKDKmpbutlEabYT8F08zTAsurZ1GEREXKyx2ORyH3v0
2497,"[Просчет] Елизавета Постных Иллан / Расчет (Универсальная позиция)_дождевики, весы для багажа, ланъярды_100_РТК-Сервис_КГИ_ММ 22-04-2025",18,18,100.0%,https://docs.google.com/spreadsheets/d/1K76C0TnDhY5Lv5oVSdh10lv5JFJEZYBcfbv7XH7Q6yI
2737,[Просчет] Таня Тихонова / Расчет (Универсальная позиция)_Бутылки_500/1000/2000_Билайн_КГИ_ММ 02-06-2025,18,18,100.0%,https://docs.google.com/spreadsheets/d/1UEfmDbN6ADBm1A-AaLvJ3hnVOLCcHdiXcWenB91LAF4
603,[Просчет] Ольга Стародубцева Иллан / пластины/панамы_830/415_МТС_КГИ_ММ 19-05-2025,18,18,100.0%,https://docs.google.com/spreadsheets/d/1Spk23fPRDWSMP6neMQpWks-oSuEBLN9NJpYmYHeNxaM
205,[Просчет-РФ] Покровская Евгения / 07-07-2025,18,20,90.0%,https://docs.google.com/spreadsheets/d/1uD0-tSrZHNSAvtoqw5Oxs3Hqc8FC8DBz971-Oobhs8o
749,[Просчет] Ольга Стародубцева Иллан / ремешок/кружка/чашка/термостакан/липпер/вспышка_1000_МТС_КГИ_ММ 14-04-2025,18,18,100.0%,https://docs.google.com/spreadsheets/d/1Q0ZncLe4VO3DH5qOr7jM5972TobdV8Em4ErZaxY7hvM
2442,"[Просчет] Елизавета Шелопаева / Панама, бутылка, ремувка_2566, 4438, 8757_Согаз_КГИ_MegaMind 06-06-2025",18,18,100.0%,https://docs.google.com/spreadsheets/d/1zeSQj3PnAqzcxgWiw7o7aXdNp5iXz1CnJfTfT8is7f0
1058,[Просчет-РФ] Мерч,18,18,100.0%,https://docs.google.com/spreadsheets/d/1lQujgYAUDQ1AbALfZOHXDRSIat2_hBl5zBtWvpKJ2hc
1306,[Просчет] Домодедово Аэропорт / 24-09-2024,18,18,100.0%,https://docs.google.com/spreadsheets/d/1ApiONr3kXOJd7f6GoGYsPKEAhngtmhrjVS85hvpRwsw
1105,[Просчет] Лиза Постных / Шопперы 10-12-2024,18,18,100.0%,https://docs.google.com/spreadsheets/d/1jzHlECRE9u1EPrKTsySRF6G7Am1ffgNr890f4a_S11A
704,Новогодние шары фарфор / 09-04-2025,18,18,100.0%,https://docs.google.com/spreadsheets/d/1QUv7X4YZIMi_ic9A8Tqs-k_a2uUUIlCwBbuZnca789k
2816,[Просчет-РФ] Наталия Галкина / кликер с музыкой (интересный товар),18,18,100.0%,https://docs.google.com/spreadsheets/d/1a48ZbN7ZjPe6yTitK2VerUHARiaLkQMGHDRAsFiESP4
1329,[Просчет] Полина Вальницкая / Расчет (Полиграфия)_Ежедневники_7400 шт_ВК_КГИ_ММ 17-10-2024,18,18,100.0%,https://docs.google.com/spreadsheets/d/1f145MM9q9GNxncnrIdJuGGBPltX6CZz03ZI03JyyxQE
138,"[Просчет-РФ] Яна Иллан Фарфорит ОТП/ Креманки, ложки",18,18,100.0%,https://docs.google.com/spreadsheets/d/1LTXI7maR9jOxTXBMFVVDU4woORSM9EwZhFGz5tUZd1k
474,"[Просчет-РФ] Маргарита / цветные тейпы - 4000, 5000 шт 12-05-2025",18,18,100.0%,https://docs.google.com/spreadsheets/d/1keq2h2K3ilvRrWGFnDEpemc_p2j5kwOMvis1L6Lgmjs
2968,"[Просчет-РФ] Анастасия Ильина Иллан / ГПБ кармашки - 3000, 5000 шт 27-11-2024",18,22,81.8%,https://docs.google.com/spreadsheets/d/1I__cU7QIUygQmXVfVfgjRhvDtNlIG0cXFZAHODpaaQM
690,"[Просчет-РФ] Мария Княгинина / брелок составной (акрил, металл с эмалью)_300/500/1000 шт_Газпромбанк 08-04-2025",18,23,78.3%,https://docs.google.com/spreadsheets/d/1LvWnQ5Aw6-FWVBB0qDd8O631Sw3plrcSdmx5zUqqcXA
1286,[Просчет] Лиза Постных / Вк_мерч 10-10-2024,18,18,100.0%,https://docs.google.com/spreadsheets/d/161qwsCEmNY21D4J_6ilN3aZeMTVvbve03UH9d3Yz7OI
1245,"[Просчет] Ксения Щербакова Иллан / Расчет (Универсальная позиция)_Коллекция Палитра/ Palitra (рюкзак, шоппер,косметичка, брелоки) _1000_Ростелеком_КГИ_ММ 22-11-2024",18,18,100.0%,https://docs.google.com/spreadsheets/d/1SktxVyeIDxtoB_W1eEHLiXacXSLmjBOdmznV0W_wuwQ
2984,[Просчет] quantum-clinic,18,18,100.0%,https://docs.google.com/spreadsheets/d/1fYDd8KTH2GMExLAkO0HLns5TN5Lehg9V5VCzZZ98uuU
1096,[Просчет] Щербакова Ксюша / Велком пак_ вк 09-12-2024,18,18,100.0%,https://docs.google.com/spreadsheets/d/1yY3RJzauceIfBQIpAX3fofpbtEEwO9KwhDxNn2uux0s
553,[Просчет-РФ] Сабина Яндекс / Плед,18,18,100.0%,https://docs.google.com/spreadsheets/d/170s3HvASqv8tioKsyvJL4tiwe_VkI8MTrhs1BmvRMXI
1579,[Просчет] Анастасия Подречнева / Расчет_коврики для мыши/костеры/подставки для телефона 28-08-2024,18,18,100.0%,https://docs.google.com/spreadsheets/d/1Cxj99xFDwMJolfTOG0_FyMCs7_aAiT31S-3Afmy2jYg
2266,"[Просчет] ООО ""БРЕНДИФИ"" / Юбка для елки 24-07-2025",18,18,100.0%,https://docs.google.com/spreadsheets/d/1e6MXDJz_zuBq_Q_rGdFKT4fWH--PufDS1PHPTPksUGI
422,[Просчет-РФ] 83285 ЛК Автомобильная коллекция_4квартал,18,19,94.7%,https://docs.google.com/spreadsheets/d/1dD4OssU45D82-8H1R9N4nlGFSR6Z_McLyoEBmKjVvN4
3032,[Просчет] Мария Княгинина / Расчет (УП)_ Сумка со стропой 1000/1500/2000_Авиакомпания Сибирь_КГИ_ММ 07-10-2024,18,18,100.0%,https://docs.google.com/spreadsheets/d/1Fq1dBsFaDzBxIiqTup6kuMxjY7glCQONEGgtm1NuPR8
1189,[Просчет-РФ] Крэт для мероприятия,17,17,100.0%,https://docs.google.com/spreadsheets/d/17y_BIr4b2SISflpKI0r64idxZFu5zDntuCF6GNbgNfU
2421,[Просчет] Екатерина Simple Interiors / Мерч для студии дизайна 15-05-2025,17,24,70.8%,https://docs.google.com/spreadsheets/d/1fHgvE6SRl5H77-Sy_3I7dnxidwMlcRwuGhdlFGH0C_M
2470,[Просчет-РФ] Запрос на мерч для Colizeum,17,23,73.9%,https://docs.google.com/spreadsheets/d/13zA1X2nzUiG-sw-ANj8Fb2suXU5qLt_i6m9HMn6OcGs
2446,[Просчет] Елизавета Шелопаева / Расчет (Универсальная позиция)_колонки_500_Ростелеком_КГИ_MegaMind 09-06-2025,16,16,100.0%,https://docs.google.com/spreadsheets/d/1keOLZY8bt-esduYusGLD58EWuf3TT24Z7SfPwlcJC-w
1364,[Просчет] Наталья Брель Иллан / Расчет_Дождевик_Текстильный договор_Тендер_100-5000 шт_Ростелеком_ММ 03-09-2024,16,20,80.0%,https://docs.google.com/spreadsheets/d/1_kTDPMHrEUuacnZmSEJ7LsG380_GagTKnTGctGXoETw
2487,[Просчет] Яна Березнева / Расчет (Универсальная позиция)_зарядка с телефоном_СберМобайл_КГИ_Мегамаинд 22-04-2025,16,16,100.0%,https://docs.google.com/spreadsheets/d/1Y7hRwOQtvdpyBEZInEeQXFJaeHkOTcA4mnN0L6g66tA
606,[Просчет] Ольга Стародубцева Иллан / Расчет_игрушки/елки_1000/2000_Кнауф_КГИ_ММ 18-06-2025,16,16,100.0%,https://docs.google.com/spreadsheets/d/1I-GEixA9lmaG12iZykwKA5kot_C3KhZRp0-4IdSseAw
3011,[Просчет] ПРОСЧЕТ//OLD BIER Подарочная упаковка 1 бут +1 бокал,16,16,100.0%,https://docs.google.com/spreadsheets/d/18Ab_IJTCQ8kRy4eqhl1vynYuOw8EJ4oipSXcsta0X1s
2858,[Просчет-РФ] Картхолдеры,16,16,100.0%,https://docs.google.com/spreadsheets/d/1ozHUFYreSyQp_CejMyr2IDef4D9m0IfByx-6rFEzcCw
159,"[Просчет] Ольга Стародубцева Иллан / чемодан, зарядка, светильники_20/50_СберМобайл_КГИ_ММ 23-07-2025",16,18,88.9%,https://docs.google.com/spreadsheets/d/1oYSkJMGYMoj4VG2QK5nhRNkIVFTX1U1M0Gb6_R0pKC4
629,"[Просчет] ООО ""КГИ"" / Расчет_Чайный набор, Набор проводов_500/1000_Мосстройинформ_КГИ_ММ 12-05-2025",16,16,100.0%,https://docs.google.com/spreadsheets/d/1XHOsulxwVnS-UFKW1yh4q9UDKMJP0rf_0Gq8QgA2tks
946,[Просчет] Александр Шиллер / Подборка тарелок с узорами 04-02-2025,16,16,100.0%,https://docs.google.com/spreadsheets/d/1HLD8U--X4Xlzgf8ayA-spX7-QTkyuKyBbh2MBryYfKA
204,"[Просчет] Елизавета Постных Иллан / Расчет (Универсальная позиция)_Шары, адвент_1000_Билайн_КГИ_ММ 14-07-2025",16,16,100.0%,https://docs.google.com/spreadsheets/d/1GE4icDx_vW0QMP1kFprkoOccKxBxsgMvlCft7j-FSIw
600,"[Просчет] Ольга Стародубцева Иллан / Кепка, дождевик, сумки, бутылка, полотенце_2000/1500/500_МТС_КГИ_ММ 21-05-2025",16,16,100.0%,https://docs.google.com/spreadsheets/d/1G3b8gxlSKvIM-yzZGKI5wn09-YoKyF40K5kT-1P6qG0
2586,"[Просчет-РФ] Иллан / Расчет_холдеры, кросс-боди для телефона, ланьярды, сумки _тираж 2000/3000шт_Всемирный фестиваль молодежи_КГИ_ММ 15-05-2025",16,16,100.0%,https://docs.google.com/spreadsheets/d/19X10NUjQlh-voGlVzQpGDrQlhsGvihRF-bO-3ku-CVw
2800,[Просчет] Ольга Стародубцева Иллан / конструктор-скат_50/100_Астра Линукс_КГИ_ММ 04-04-2025,16,16,100.0%,https://docs.google.com/spreadsheets/d/1kByDGkti3dXnvY4N41gU9lLtWUkjSKIhEW5w7yRnrtQ
1461,[Просчет] Ольга Стародубцева Иллан / Расчет_игрушка/чемоданчик для конфет_4000/600 30-09-2024,16,16,100.0%,https://docs.google.com/spreadsheets/d/1b_GBza-bubck9elfRqz8ALIwAHCBRmMVgGZ-74nWy1I
1071,[Просчет-РФ] Анастасия Евстигнеева Иллан / Шарфы СТМ иллан 04-12-2024,16,16,100.0%,https://docs.google.com/spreadsheets/d/1A0pQxa7S83WlIMNtJMYjlGgxuqXnQCaIiLHlIU1RwEI
3076,[Просчет] Щербакова Ксюша / Брелок Спотти 17-09-2024,16,16,100.0%,https://docs.google.com/spreadsheets/d/1Z4a8TRF7Fg_zesbgBHTr0lb-MpLxsWTiDhA_xiBaP24
739,[Просчет-РФ] Ирэн_Бетбум_Баночки для чая_350*5 видов,16,16,100.0%,https://docs.google.com/spreadsheets/d/1UAnfEhWKKwLLE_N_raoDB91CIi8-5qQ2uSK_rjZupLE
261,[Просчет-РФ] Алина / лего- органайзеры 100/400/600,16,16,100.0%,https://docs.google.com/spreadsheets/d/1M2hN6UitQKTB2SkguPxW4hh33Q06Ob_REkZDFU293PA
895,[Просчет] ООО Кастомлаб / Значок 26-03-2025,16,16,100.0%,https://docs.google.com/spreadsheets/d/1hmj6iwBlP374opzobgd65BfT78D8Yzn9LODhu5kFtFU
502,[Просчет-РФ] Наталья Головань / Подборка для МСО - 20-05-2025,16,18,88.9%,https://docs.google.com/spreadsheets/d/1DxQAP3EAUKL5gjITLWCECNI28orzj6n4tUT6p1eTL2k
2540,"[Просчет-РФ] Екатерина Майорова / Детская коллекция иллан - 300, 500, 1000 шт 24-06-2025",16,18,88.9%,https://docs.google.com/spreadsheets/d/10fmNmyId1-XtmxHKSi6q07QbKGSe_gcrdmYH5HAgKVc
2568,[Просчет-РФ] Запрос на рюкзак с ЛЭД экраном,16,16,100.0%,https://docs.google.com/spreadsheets/d/1mNXo_g356piCuk5ZgtH0-_7RS5q11okGkFKFeQrSni4
931,[Просчет] Анжелика Колесникова / Металлические брелки с кожей (штамповка)_500шт 03-02-2025,16,16,100.0%,https://docs.google.com/spreadsheets/d/1orrvtT-Q7IcdZK03r6kmpMYsr96OaugeC8EzW2bwAiM
702,"[Просчет] Елизавета Постных Иллан / фарфор чайник,чп и тарелки 09-04-2025",16,16,100.0%,https://docs.google.com/spreadsheets/d/1CbmbNXzDmjt-KOaYjShdOGaFKWoW82SFda6hdZruZ70
2541,[Просчет-РФ] Екатерина Майорова / Проекторы - 50/100 и таймер для фокусировки - 50 шт 06-05-2025,16,16,100.0%,https://docs.google.com/spreadsheets/d/1b_JeeeCqmmwBomojAGz-L_xAtnumOcUZlzUrk946w-8
2799,[Просчет-РФ] Кристина Егорова Иллан / Бутылки - 7000 шт 04-04-2025,16,16,100.0%,https://docs.google.com/spreadsheets/d/12uJRt-snOMT0_BhdEeefiie3L3t00y5g9713-PSzscU
3137,[Просчет] Лаура Гугкаева / Ретракторы 1000 шт 26-09-2024,16,16,100.0%,https://docs.google.com/spreadsheets/d/1l_5-CmfSyvDnpUsUE8cv1J60HFT3As2Fff0-c0XoCTY
1250,[Просчет] ООО Хэдкорн / Бетбум док станция 25-11-2024,16,18,88.9%,https://docs.google.com/spreadsheets/d/15UMyVQ9bm3LX5E01nuswb7uJnY0Uoi7qBhJJz41CpwM
719,[Просчет-РФ] 1652 Амбассадоры_мерч,16,24,66.7%,https://docs.google.com/spreadsheets/d/1xdARVV5efRQqWutTSfUMXpk2iFnmyJstp2svqHM0nJs
3122,[Просчет] Натали Леманн Иллан / Бутылка МТС_КГИ_ММ 25-09-2024,16,16,100.0%,https://docs.google.com/spreadsheets/d/1sz5u_OMsbBdwOQZayqYVcSIRMkO0hbETsH2j7B4Pb0M
657,[Просчет] ООО Хэдкорн / Сумки_ мешки 26-05-2025,16,16,100.0%,https://docs.google.com/spreadsheets/d/1Srl4PIo_msn4wXszW8X7OVGvvR3KeTFvVs6XBtUxtLA
643,[Просчет] ООО Кастомлаб / АльфаБанк Джинсовка Баста 20-06-2025,16,16,100.0%,https://docs.google.com/spreadsheets/d/1WavNqOyZe0rTscc6tXiFQUgon5ZBXW-JPmdjoUo43VQ
859,[Просчет] / Расчет (Универсальная позиция)_Ручка шариковая_12 000 шт._Домклик_КГИ_ММ 11-03-2025,16,16,100.0%,https://docs.google.com/spreadsheets/d/1dj2T_RYa1vVKESBzH5dkukege7h5qvoLJ6gA9JPbQGA
1353,[Просчет] VinylRussia,16,16,100.0%,https://docs.google.com/spreadsheets/d/1E5ziTUXkzONDrGYQ3r6ZqnqYTJR3jgOcXlpelUsLQvo
2458,[Просчет] Ольга Стародубцева Иллан / Расчет_бутылка со стропой_300/500_МТС_КГИ_ММ 17-04-2025,16,20,80.0%,https://docs.google.com/spreadsheets/d/1njSCnSo1ZU13zVoqTNLOf5grSv8wjZRTh4JdgZLR_34
975,[Просчет] Юлия Судакова / Обвесы_Авито_КГИ_ММ 20-02-2025,16,16,100.0%,https://docs.google.com/spreadsheets/d/1Orr2JdyOAS5grgK_OgEWLzMryvnEZU92fSNRi03fJ5Y
145,[Просчет-РФ] Анастасия / 16-07-2025,16,16,100.0%,https://docs.google.com/spreadsheets/d/1GqHEyYdCNPEBmn_j2t_jCeboVwTOtbH-opVLf00rW8I
1222,[Просчет-РФ] ГКУ Соцказначейство Москвы / Полиграфия/ тендер 20-11-2024,16,16,100.0%,https://docs.google.com/spreadsheets/d/13UXrUXEqB7xkeQEBijIihRa_Q_p-1AQJGT82S3eaY_Q
1430,[Просчет] Megamind / Органайзер в машину 10-09-2024,16,16,100.0%,https://docs.google.com/spreadsheets/d/14veJf7dRkl4w75B3Cu9fCE4PXTh7yvjk3aSJuU7rTks
541,[Просчет-РФ] Расчет (Текстиль)_джинсовка_5000-10000_ВК_сотрудники НГ,16,16,100.0%,https://docs.google.com/spreadsheets/d/18nI13amTWNCFDayRYVp6NRtFaryzT1rpZI_sWUmbbEY
795,[Просчет-РФ] Анастасия Ильина Иллан / Аэропорт Якутск_НГ_кофемашина_ММ 03-03-2025,16,16,100.0%,https://docs.google.com/spreadsheets/d/1YprNM6Drzzf_pLXOTFR_MURMc5G6DZWqqi0kfOITTPc
811,[Просчет-РФ] СРОЧНО!,16,16,100.0%,https://docs.google.com/spreadsheets/d/1GbCwUm9BOSchGQ9SGEe5H5ugo0oizk6xHltPeFhvb74
1221,[Просчет-РФ] Екатерина Елагина / Ложечки чайные Лопатка 300/600 19-11-2024,16,16,100.0%,https://docs.google.com/spreadsheets/d/1s3Wl1Ik9VokhNBS14fEl7s5jeUdtUlMhCzHd_Q950oI
999,"[Просчет] Ксюша Фокша / Лапмы, подушки 24-02-2025",16,16,100.0%,https://docs.google.com/spreadsheets/d/1dxlCrNFv6gliCcEnPYEsAhmhw7H4n3Ov2NX8UbwuG_k
2729,[Просчет] Полина Вальницкая / Расчет (Ежедневник)_Ежедневники_8600_Норникель_КГИ_ММ 21-05-2025,16,16,100.0%,https://docs.google.com/spreadsheets/d/1dTHKqPn7_a20u5qIKIPraQYRn5hAr2qglZDAUOTsu1g
1036,[Просчет-РФ] Елизавета TooMantGifts / 14-01-2025,16,22,72.7%,https://docs.google.com/spreadsheets/d/1JAU_a6W7hww8SffQhuyI9H2RgCTkrBdYpaL7WixlFqQ
2271,"[Просчет] Елизавета Постных / полиграфия, набор чая, вечный календарь, елочные игрушки_200/275/130/160_ELTEX_КГИ_ММ 23-07-2025",16,16,100.0%,https://docs.google.com/spreadsheets/d/1RXE36twCKnHAPblS0FFppK_ZgQoz5HVHifbMTUftT-c
2638,[Просчет-РФ] ART FLASH STORE / 21-04-2025,15,15,100.0%,https://docs.google.com/spreadsheets/d/1XS149VTswDCqTI-wMa141LZqyBwR3h1NdF9g5IfSK4Q
1297,[Просчет] подарок для выдачи ключей / headcorn.,15,15,100.0%,https://docs.google.com/spreadsheets/d/1OGvcUdBbMmOPhNohR7T-TNnNi5zxSqAAusvYv0B9CHI
1437,[Просчет] Артем Василевский / Товары с коротким сроком 11-09-2024,15,15,100.0%,https://docs.google.com/spreadsheets/d/1RroWKwbwdiN9pnpjvwYPDn_cTfrtnS_hAS-_OzhH95g
1172,[Просчет] ООО Хэдкорн / Держатель для проводов 13-11-2024,14,14,100.0%,https://docs.google.com/spreadsheets/d/1A4Iyf9Z5IV6yYae5DwP2K67e9oxu2nfbsoW3ENg2_Vk
2874,[Просчет-РФ] 37029 Полотенца из микрофибры // Особые подарки,14,14,100.0%,https://docs.google.com/spreadsheets/d/1s8QeR3qSbjLIVNvFsBPmAr34BvQ7BVY1waZPn2Tb4WE
2445,[Просчет] Елизавета Шелопаева / Ракетка_мячи_брендирование/сток_50_ОТП_КГИ_MegaMind 06-05-2025,14,16,87.5%,https://docs.google.com/spreadsheets/d/1SkX9wjdiUh_OUELZXEs9E5pmqQV62geb2rLYw7G9qwo
367,[Просчет-РФ] LIME - Поставка детских новогодних подарков,14,14,100.0%,https://docs.google.com/spreadsheets/d/1_U31s5mwj6YPYVySsbhtSVy-LkwnvuIRqeuyWHWyzRI
2331,[Просчет-РФ] Елизавета TooMantGifts / 10-07-2025,14,14,100.0%,https://docs.google.com/spreadsheets/d/1-PknvbczE-BVw9PnfgUG40nh7ACBWanRksQ9ZEyXsRo
2495,[Просчет-РФ] Влад / 28-03-2025,14,14,100.0%,https://docs.google.com/spreadsheets/d/1rdIZLJc1e3zlWiMkhe5fQofse8lJOU0Q5N3oKOrl-AM
748,[Просчет] Дарья Ежова / Расчёт_ПСБ_Детская сувенирная продукция_от 100 шт 14-04-2025,14,14,100.0%,https://docs.google.com/spreadsheets/d/1QVpyDAge7bjLquIz16SoS7L_spH_7eGP_7g6F_hQ4z0
562,[Просчет] Иллан / Расчет_брелок/освежитель_1774_PVM_Ответ_ММ 09-06-2025,14,16,87.5%,https://docs.google.com/spreadsheets/d/14q9k4QOIfp6AseiCupp4qF-QZbiJH0O6js453i_ZDg8
614,"[Просчет] ООО ""БРЕНДИФИ"" / Колонка 23-06-2025",14,14,100.0%,https://docs.google.com/spreadsheets/d/1GnC7c18kqC67t_hSApQIMr9DP88UNuaSzPDFUhHRRk0
833,"[Просчет] Елизавета Постных Иллан / Расчет (Универсальная позиция)_welcome-pack: футболка, стикерпак, ланьярд, ретрактор, чехол для пропуска, ручка из картона_По 1000шт_ВК_КГИ_ММ 07-03-2025",14,14,100.0%,https://docs.google.com/spreadsheets/d/11QKUD8geFy6Y_OUimdKHKN6PtdrBguwnaLWwsuB3IsU
1098,Расчитать ставку на особую доставку - Маша Трегубова Еврейское сообщество Яхада / Подарки участникам комьюнити 02-12-2024,14,19,73.7%,https://docs.google.com/spreadsheets/d/1z4TbJLfnrpeHtSwOINoJklT2rBCsu86ruPY179oUfS4
