ID_Оффера,ID_Товара,ID_Проекта,Название_Проекта,Quantity_OLD,Маршрут,Price_USD,Price_RUB
68,20,128,"[Просчет] ООО ""КГИ"" / Мерч для конференций (бирки для чемоданов, ремешки)_100-300-500 шт_ВК_КГИ_MegaMind 29-07-2025",33750,Доставка ЖД,1.0,85.4
69,20,128,"[Просчет] ООО ""КГИ"" / Мерч для конференций (бирки для чемоданов, ремешки)_100-300-500 шт_ВК_КГИ_MegaMind 29-07-2025",33750,Доставка АВИА,1.1,91.2
70,21,132,[Просчет] Ольга Стародубцева Иллан / Рюкзак_МТС Бизнес_КГИ_ММ 28-07-2025,3000,Доставка ЖД,64.87,5513.78
71,21,132,[Просчет] Ольга Стародубцева Иллан / Рюкзак_МТС Бизнес_КГИ_ММ 28-07-2025,3000,Доставка АВИА,69.09,5872.82
72,22,132,[Просчет] Ольга Стародубцева Иллан / Рюкзак_МТС Бизнес_КГИ_ММ 28-07-2025,3000,Доставка ЖД,62.14,5282.08
73,22,132,[Просчет] Ольга Стародубцева Иллан / Рюкзак_МТС Бизнес_КГИ_ММ 28-07-2025,3000,Доставка АВИА,66.37,5641.12
74,23,138,"[Просчет-РФ] Яна Иллан Фарфорит ОТП/ Креманки, ложки",3000,Доставка ЖД,8.53,725.32
75,23,138,"[Просчет-РФ] Яна Иллан Фарфорит ОТП/ Креманки, ложки",3000,Доставка АВИА,9.47,804.79
76,23,138,"[Просчет-РФ] Яна Иллан Фарфорит ОТП/ Креманки, ложки",5000,Доставка ЖД,8.51,723.05
77,23,138,"[Просчет-РФ] Яна Иллан Фарфорит ОТП/ Креманки, ложки",5000,Доставка АВИА,9.44,802.53
78,23,138,"[Просчет-РФ] Яна Иллан Фарфорит ОТП/ Креманки, ложки",10000,Доставка ЖД,8.39,712.86
79,23,138,"[Просчет-РФ] Яна Иллан Фарфорит ОТП/ Креманки, ложки",10000,Доставка АВИА,9.31,791.4
80,24,138,"[Просчет-РФ] Яна Иллан Фарфорит ОТП/ Креманки, ложки",3000,Доставка ЖД,3.29,279.7
81,24,138,"[Просчет-РФ] Яна Иллан Фарфорит ОТП/ Креманки, ложки",3000,Доставка АВИА,3.37,286.06
82,24,138,"[Просчет-РФ] Яна Иллан Фарфорит ОТП/ Креманки, ложки",5000,Доставка ЖД,3.25,276.14
83,24,138,"[Просчет-РФ] Яна Иллан Фарфорит ОТП/ Креманки, ложки",5000,Доставка АВИА,3.32,281.86
84,24,138,"[Просчет-РФ] Яна Иллан Фарфорит ОТП/ Креманки, ложки",10000,Доставка ЖД,3.08,262.01
85,24,138,"[Просчет-РФ] Яна Иллан Фарфорит ОТП/ Креманки, ложки",10000,Доставка АВИА,3.15,267.73
86,25,138,"[Просчет-РФ] Яна Иллан Фарфорит ОТП/ Креманки, ложки",3000,Доставка ЖД,0.37,30.74
87,25,138,"[Просчет-РФ] Яна Иллан Фарфорит ОТП/ Креманки, ложки",3000,Доставка АВИА,0.44,37.03
88,25,138,"[Просчет-РФ] Яна Иллан Фарфорит ОТП/ Креманки, ложки",5000,Доставка ЖД,0.29,26.64
89,25,138,"[Просчет-РФ] Яна Иллан Фарфорит ОТП/ Креманки, ложки",5000,Доставка АВИА,0.35,31.04
90,25,138,"[Просчет-РФ] Яна Иллан Фарфорит ОТП/ Креманки, ложки",10000,Доставка ЖД,0.24,21.38
91,25,138,"[Просчет-РФ] Яна Иллан Фарфорит ОТП/ Креманки, ложки",10000,Доставка АВИА,0.28,24.52
92,26,144,[Просчет-РФ] Лаура Иллан /Ремувка,5000,Доставка ЖД,3.81,324.03
93,27,144,[Просчет-РФ] Лаура Иллан /Ремувка,5000,Доставка ЖД,5.88,493.75
94,28,145,[Просчет-РФ] Анастасия / 16-07-2025,1000,Доставка ЖД,9.48,796.06
95,28,145,[Просчет-РФ] Анастасия / 16-07-2025,1000,Доставка АВИА,9.97,837.3
96,28,145,[Просчет-РФ] Анастасия / 16-07-2025,3000,Доставка ЖД,7.88,661.86
97,28,145,[Просчет-РФ] Анастасия / 16-07-2025,3000,Доставка АВИА,8.37,703.1
98,29,145,[Просчет-РФ] Анастасия / 16-07-2025,1000,Доставка ЖД,7.9,663.32
99,29,145,[Просчет-РФ] Анастасия / 16-07-2025,1000,Доставка АВИА,8.59,721.44
100,29,145,[Просчет-РФ] Анастасия / 16-07-2025,3000,Доставка ЖД,7.76,651.99
101,29,145,[Просчет-РФ] Анастасия / 16-07-2025,3000,Доставка АВИА,8.45,710.1
102,30,145,[Просчет-РФ] Анастасия / 16-07-2025,1000,Доставка ЖД,11.44,961.27
103,30,145,[Просчет-РФ] Анастасия / 16-07-2025,1000,Доставка АВИА,12.51,1050.81
104,30,145,[Просчет-РФ] Анастасия / 16-07-2025,3000,Доставка ЖД,11.31,949.94
105,30,145,[Просчет-РФ] Анастасия / 16-07-2025,3000,Доставка АВИА,12.37,1039.48
106,31,145,[Просчет-РФ] Анастасия / 16-07-2025,1000,Доставка ЖД,11.12,934.4
107,31,145,[Просчет-РФ] Анастасия / 16-07-2025,1000,Доставка АВИА,12.06,1012.94
108,31,145,[Просчет-РФ] Анастасия / 16-07-2025,3000,Доставка ЖД,10.99,923.06
109,31,145,[Просчет-РФ] Анастасия / 16-07-2025,3000,Доставка АВИА,11.92,1001.6
116,34,146,[Просчет] Екатерина Елагина / фарфор 500 и 100 24-07-2025,1000,Доставка ЖД,16.0,1344.34
117,34,146,[Просчет] Екатерина Елагина / фарфор 500 и 100 24-07-2025,1000,Доставка АВИА,17.78,1493.12
130,39,149,[Просчет-РФ] Ланярд+ бэйдж,15500,Доставка ЖД,2.18,185.5
131,39,149,[Просчет-РФ] Ланярд+ бэйдж,15500,Доставка АВИА,2.7,210.2
132,40,149,[Просчет-РФ] Ланярд+ бэйдж,15500,Доставка ЖД,0.2,19.2
133,40,149,[Просчет-РФ] Ланярд+ бэйдж,15500,Доставка АВИА,0.25,21.4
134,41,153,[Просчет] Екатерина Елагина / востокцемент 800 шт 24-07-2025,8000,Доставка ЖД,7.68,653.06
135,41,153,[Просчет] Екатерина Елагина / востокцемент 800 шт 24-07-2025,8000,Доставка АВИА,8.19,696.39
136,42,153,[Просчет] Екатерина Елагина / востокцемент 800 шт 24-07-2025,8000,Доставка ЖД,16.75,1402.28
137,42,153,[Просчет] Екатерина Елагина / востокцемент 800 шт 24-07-2025,8000,Доставка АВИА,17.04,1427.51
138,43,154,"[Просчет] ООО ""ХЭДКОРН"" / Шнурок + чехол для телефона универсальный 24-07-2025",10000,Доставка ЖД,2.05,174.63
139,43,154,"[Просчет] ООО ""ХЭДКОРН"" / Шнурок + чехол для телефона универсальный 24-07-2025",10000,Доставка АВИА,2.25,191.66
140,44,154,"[Просчет] ООО ""ХЭДКОРН"" / Шнурок + чехол для телефона универсальный 24-07-2025",10000,Доставка ЖД,2.12,179.9
141,44,154,"[Просчет] ООО ""ХЭДКОРН"" / Шнурок + чехол для телефона универсальный 24-07-2025",10000,Доставка АВИА,2.32,196.92
142,45,154,"[Просчет] ООО ""ХЭДКОРН"" / Шнурок + чехол для телефона универсальный 24-07-2025",20000,Доставка ЖД,2.01,171.1
143,45,154,"[Просчет] ООО ""ХЭДКОРН"" / Шнурок + чехол для телефона универсальный 24-07-2025",20000,Доставка АВИА,2.21,188.13
144,46,154,"[Просчет] ООО ""ХЭДКОРН"" / Шнурок + чехол для телефона универсальный 24-07-2025",20000,Доставка ЖД,2.07,176.36
145,46,154,"[Просчет] ООО ""ХЭДКОРН"" / Шнурок + чехол для телефона универсальный 24-07-2025",20000,Доставка АВИА,2.28,193.39
146,47,155,"[Просчет] ООО ""ХЭДКОРН"" / Держатель Яндекс 24-07-2025",153000,Доставка ЖД,7.34,624.06
147,47,155,"[Просчет] ООО ""ХЭДКОРН"" / Держатель Яндекс 24-07-2025",153000,Доставка АВИА,7.91,672.25
148,47,155,"[Просчет] ООО ""ХЭДКОРН"" / Держатель Яндекс 24-07-2025",12000,Доставка ЖД,7.35,625.09
149,47,155,"[Просчет] ООО ""ХЭДКОРН"" / Держатель Яндекс 24-07-2025",12000,Доставка АВИА,7.92,673.29
150,48,155,"[Просчет] ООО ""ХЭДКОРН"" / Держатель Яндекс 24-07-2025",153000,Доставка ЖД,3.43,291.88
151,48,155,"[Просчет] ООО ""ХЭДКОРН"" / Держатель Яндекс 24-07-2025",153000,Доставка АВИА,3.87,329.37
152,48,155,"[Просчет] ООО ""ХЭДКОРН"" / Держатель Яндекс 24-07-2025",12000,Доставка ЖД,3.45,292.96
153,48,155,"[Просчет] ООО ""ХЭДКОРН"" / Держатель Яндекс 24-07-2025",12000,Доставка АВИА,3.89,330.44
154,49,155,"[Просчет] ООО ""ХЭДКОРН"" / Держатель Яндекс 24-07-2025",153000,Доставка ЖД,4.47,380.15
155,49,155,"[Просчет] ООО ""ХЭДКОРН"" / Держатель Яндекс 24-07-2025",153000,Доставка АВИА,4.68,397.65
156,49,155,"[Просчет] ООО ""ХЭДКОРН"" / Держатель Яндекс 24-07-2025",12000,Доставка ЖД,4.49,381.23
157,49,155,"[Просчет] ООО ""ХЭДКОРН"" / Держатель Яндекс 24-07-2025",12000,Доставка АВИА,4.69,398.72
158,50,155,"[Просчет] ООО ""ХЭДКОРН"" / Держатель Яндекс 24-07-2025",153000,Доставка ЖД,11.34,995.98
159,50,155,"[Просчет] ООО ""ХЭДКОРН"" / Держатель Яндекс 24-07-2025",153000,Доставка АВИА,14.89,1.0
160,50,155,"[Просчет] ООО ""ХЭДКОРН"" / Держатель Яндекс 24-07-2025",12000,Доставка ЖД,11.36,997.13
161,50,155,"[Просчет] ООО ""ХЭДКОРН"" / Держатель Яндекс 24-07-2025",12000,Доставка АВИА,14.91,1.0
162,51,155,"[Просчет] ООО ""ХЭДКОРН"" / Держатель Яндекс 24-07-2025",153000,Доставка ЖД,0.61,51.56
163,51,155,"[Просчет] ООО ""ХЭДКОРН"" / Держатель Яндекс 24-07-2025",153000,Доставка АВИА,0.72,60.91
164,51,155,"[Просчет] ООО ""ХЭДКОРН"" / Держатель Яндекс 24-07-2025",12000,Доставка ЖД,0.62,52.71
165,51,155,"[Просчет] ООО ""ХЭДКОРН"" / Держатель Яндекс 24-07-2025",12000,Доставка АВИА,0.73,62.06
166,52,155,"[Просчет] ООО ""ХЭДКОРН"" / Держатель Яндекс 24-07-2025",153000,Доставка ЖД,0.76,64.98
167,52,155,"[Просчет] ООО ""ХЭДКОРН"" / Держатель Яндекс 24-07-2025",153000,Доставка АВИА,0.91,77.18
168,52,155,"[Просчет] ООО ""ХЭДКОРН"" / Держатель Яндекс 24-07-2025",12000,Доставка ЖД,0.78,66.13
169,52,155,"[Просчет] ООО ""ХЭДКОРН"" / Держатель Яндекс 24-07-2025",12000,Доставка АВИА,0.92,78.33
170,53,155,"[Просчет] ООО ""ХЭДКОРН"" / Держатель Яндекс 24-07-2025",153000,Доставка ЖД,18.45,1568.6
171,53,155,"[Просчет] ООО ""ХЭДКОРН"" / Держатель Яндекс 24-07-2025",153000,Доставка АВИА,20.29,1724.66
172,53,155,"[Просчет] ООО ""ХЭДКОРН"" / Держатель Яндекс 24-07-2025",12000,Доставка ЖД,18.47,1569.63
173,53,155,"[Просчет] ООО ""ХЭДКОРН"" / Держатель Яндекс 24-07-2025",12000,Доставка АВИА,20.3,1725.69
174,54,155,"[Просчет] ООО ""ХЭДКОРН"" / Держатель Яндекс 24-07-2025",153000,Доставка ЖД,7.78,688.15
175,54,155,"[Просчет] ООО ""ХЭДКОРН"" / Держатель Яндекс 24-07-2025",153000,Доставка АВИА,10.73,963.16
176,54,155,"[Просчет] ООО ""ХЭДКОРН"" / Держатель Яндекс 24-07-2025",12000,Доставка ЖД,7.8,689.26
177,54,155,"[Просчет] ООО ""ХЭДКОРН"" / Держатель Яндекс 24-07-2025",12000,Доставка АВИА,10.74,964.27
178,55,155,"[Просчет] ООО ""ХЭДКОРН"" / Держатель Яндекс 24-07-2025",165000,Доставка ЖД,3.74,326.44
179,55,155,"[Просчет] ООО ""ХЭДКОРН"" / Держатель Яндекс 24-07-2025",165000,Доставка АВИА,4.67,412.74
180,56,159,"[Просчет] Ольга Стародубцева Иллан / чемодан, зарядка, светильники_20/50_СберМобайл_КГИ_ММ 23-07-2025",200,Доставка ЖД,203.11,17264.28
181,56,159,"[Просчет] Ольга Стародубцева Иллан / чемодан, зарядка, светильники_20/50_СберМобайл_КГИ_ММ 23-07-2025",200,Доставка АВИА,286.27,24332.88
182,56,159,"[Просчет] Ольга Стародубцева Иллан / чемодан, зарядка, светильники_20/50_СберМобайл_КГИ_ММ 23-07-2025",500,Доставка ЖД,202.49,17211.78
183,56,159,"[Просчет] Ольга Стародубцева Иллан / чемодан, зарядка, светильники_20/50_СберМобайл_КГИ_ММ 23-07-2025",500,Доставка АВИА,285.65,24280.38
184,57,159,"[Просчет] Ольга Стародубцева Иллан / чемодан, зарядка, светильники_20/50_СберМобайл_КГИ_ММ 23-07-2025",3000,Доставка ЖД,202.15,17182.62
185,57,159,"[Просчет] Ольга Стародубцева Иллан / чемодан, зарядка, светильники_20/50_СберМобайл_КГИ_ММ 23-07-2025",3000,Доставка АВИА,285.31,24251.22
186,58,159,"[Просчет] Ольга Стародубцева Иллан / чемодан, зарядка, светильники_20/50_СберМобайл_КГИ_ММ 23-07-2025",500,Доставка ЖД,39.87,3388.83
187,58,159,"[Просчет] Ольга Стародубцева Иллан / чемодан, зарядка, светильники_20/50_СберМобайл_КГИ_ММ 23-07-2025",500,Доставка АВИА,43.78,3721.37
190,59,159,"[Просчет] Ольга Стародубцева Иллан / чемодан, зарядка, светильники_20/50_СберМобайл_КГИ_ММ 23-07-2025",500,Доставка ЖД,36.33,3087.66
191,59,159,"[Просчет] Ольга Стародубцева Иллан / чемодан, зарядка, светильники_20/50_СберМобайл_КГИ_ММ 23-07-2025",500,Доставка АВИА,37.56,3192.38
192,60,159,"[Просчет] Ольга Стародубцева Иллан / чемодан, зарядка, светильники_20/50_СберМобайл_КГИ_ММ 23-07-2025",2000,Доставка ЖД,32.4,2753.94
193,60,159,"[Просчет] Ольга Стародубцева Иллан / чемодан, зарядка, светильники_20/50_СберМобайл_КГИ_ММ 23-07-2025",2000,Доставка АВИА,33.67,2861.66
194,61,159,"[Просчет] Ольга Стародубцева Иллан / чемодан, зарядка, светильники_20/50_СберМобайл_КГИ_ММ 23-07-2025",200,Доставка ЖД,20.56,1747.77
195,61,159,"[Просчет] Ольга Стародубцева Иллан / чемодан, зарядка, светильники_20/50_СберМобайл_КГИ_ММ 23-07-2025",200,Доставка АВИА,23.29,1980.02
196,61,159,"[Просчет] Ольга Стародубцева Иллан / чемодан, зарядка, светильники_20/50_СберМобайл_КГИ_ММ 23-07-2025",500,Доставка ЖД,19.62,1667.44
197,61,159,"[Просчет] Ольга Стародубцева Иллан / чемодан, зарядка, светильники_20/50_СберМобайл_КГИ_ММ 23-07-2025",500,Доставка АВИА,22.35,1899.69
198,62,161,[Просчет] Михалева Екатерина / Ежедневник Olimbet 23-07-2025,5000,Доставка ЖД,5.0,424.93
199,62,161,[Просчет] Михалева Екатерина / Ежедневник Olimbet 23-07-2025,5000,Доставка АВИА,6.27,533.01
200,62,161,[Просчет] Михалева Екатерина / Ежедневник Olimbet 23-07-2025,70000,Доставка ЖД,4.52,384.47
201,62,161,[Просчет] Михалева Екатерина / Ежедневник Olimbet 23-07-2025,70000,Доставка АВИА,5.79,492.56
202,63,162,[Просчет] Екатерина Елагина / елочные игрушки ромб 22-07-2025,7000,Доставка ЖД,6.78,575.94
203,63,162,[Просчет] Екатерина Елагина / елочные игрушки ромб 22-07-2025,7000,Доставка АВИА,6.92,588.09
204,63,162,[Просчет] Екатерина Елагина / елочные игрушки ромб 22-07-2025,14000,Доставка ЖД,6.61,562.03
205,63,162,[Просчет] Екатерина Елагина / елочные игрушки ромб 22-07-2025,14000,Доставка АВИА,6.76,574.18
206,64,164,[Просчет] Ольга Стародубцева Иллан / тапочки/антистресс/плед-пончо/очки_100-300_ОТП Банк_КГИ_ММ 22-07-2025,1000,Доставка АВИА,12.2,1.0
207,64,164,[Просчет] Ольга Стародубцева Иллан / тапочки/антистресс/плед-пончо/очки_100-300_ОТП Банк_КГИ_ММ 22-07-2025,3000,Доставка ЖД,6.4,560.2
208,64,164,[Просчет] Ольга Стародубцева Иллан / тапочки/антистресс/плед-пончо/очки_100-300_ОТП Банк_КГИ_ММ 22-07-2025,3000,Доставка АВИА,7.6,670.2
209,65,164,[Просчет] Ольга Стародубцева Иллан / тапочки/антистресс/плед-пончо/очки_100-300_ОТП Банк_КГИ_ММ 22-07-2025,1000,Доставка ЖД,32.43,2756.21
210,65,164,[Просчет] Ольга Стародубцева Иллан / тапочки/антистресс/плед-пончо/очки_100-300_ОТП Банк_КГИ_ММ 22-07-2025,1000,Доставка АВИА,35.16,2988.26
213,66,164,[Просчет] Ольга Стародубцева Иллан / тапочки/антистресс/плед-пончо/очки_100-300_ОТП Банк_КГИ_ММ 22-07-2025,1000,Доставка ЖД,10.6,903.3
214,66,164,[Просчет] Ольга Стародубцева Иллан / тапочки/антистресс/плед-пончо/очки_100-300_ОТП Банк_КГИ_ММ 22-07-2025,1000,Доставка АВИА,12.4,1050.6
215,66,164,[Просчет] Ольга Стародубцева Иллан / тапочки/антистресс/плед-пончо/очки_100-300_ОТП Банк_КГИ_ММ 22-07-2025,3000,Доставка ЖД,10.5,893.4
216,66,164,[Просчет] Ольга Стародубцева Иллан / тапочки/антистресс/плед-пончо/очки_100-300_ОТП Банк_КГИ_ММ 22-07-2025,3000,Доставка АВИА,12.2,1039.1
217,67,164,[Просчет] Ольга Стародубцева Иллан / тапочки/антистресс/плед-пончо/очки_100-300_ОТП Банк_КГИ_ММ 22-07-2025,3000,Доставка ЖД,43.52,3699.17
218,67,164,[Просчет] Ольга Стародубцева Иллан / тапочки/антистресс/плед-пончо/очки_100-300_ОТП Банк_КГИ_ММ 22-07-2025,3000,Доставка АВИА,46.6,3961.3
221,68,164,[Просчет] Ольга Стародубцева Иллан / тапочки/антистресс/плед-пончо/очки_100-300_ОТП Банк_КГИ_ММ 22-07-2025,5000,Доставка ЖД,19.16,1628.9
222,68,164,[Просчет] Ольга Стародубцева Иллан / тапочки/антистресс/плед-пончо/очки_100-300_ОТП Банк_КГИ_ММ 22-07-2025,5000,Доставка АВИА,22.33,1897.83
223,69,164,[Просчет] Ольга Стародубцева Иллан / тапочки/антистресс/плед-пончо/очки_100-300_ОТП Банк_КГИ_ММ 22-07-2025,5000,Доставка ЖД,21.75,1848.38
224,69,164,[Просчет] Ольга Стародубцева Иллан / тапочки/антистресс/плед-пончо/очки_100-300_ОТП Банк_КГИ_ММ 22-07-2025,5000,Доставка АВИА,26.49,2251.78
257,72,164,[Просчет] Ольга Стародубцева Иллан / тапочки/антистресс/плед-пончо/очки_100-300_ОТП Банк_КГИ_ММ 22-07-2025,5000,Доставка ЖД,3.9,330.7
258,72,164,[Просчет] Ольга Стародубцева Иллан / тапочки/антистресс/плед-пончо/очки_100-300_ОТП Банк_КГИ_ММ 22-07-2025,5000,Доставка АВИА,4.4,368.8
259,73,164,[Просчет] Ольга Стародубцева Иллан / тапочки/антистресс/плед-пончо/очки_100-300_ОТП Банк_КГИ_ММ 22-07-2025,6500,Доставка ЖД,3.56,298.64
260,73,164,[Просчет] Ольга Стародубцева Иллан / тапочки/антистресс/плед-пончо/очки_100-300_ОТП Банк_КГИ_ММ 22-07-2025,6500,Доставка АВИА,4.01,336.74
263,74,169,[Просчет] ООО Кастомлаб / Мягкие игрушки АльфаБанк 22-07-2025,30000,Доставка ЖД,15.15,1294.1
264,74,169,[Просчет] ООО Кастомлаб / Мягкие игрушки АльфаБанк 22-07-2025,30000,Доставка АВИА,15.77,1352.19
265,74,169,[Просчет] ООО Кастомлаб / Мягкие игрушки АльфаБанк 22-07-2025,50000,Доставка ЖД,13.65,1166.1
266,74,169,[Просчет] ООО Кастомлаб / Мягкие игрушки АльфаБанк 22-07-2025,50000,Доставка АВИА,14.22,1219.6
267,74,169,[Просчет] ООО Кастомлаб / Мягкие игрушки АльфаБанк 22-07-2025,100000,Доставка ЖД,12.59,1075.17
268,74,169,[Просчет] ООО Кастомлаб / Мягкие игрушки АльфаБанк 22-07-2025,100000,Доставка АВИА,13.13,1125.61
271,75,169,[Просчет] ООО Кастомлаб / Мягкие игрушки АльфаБанк 22-07-2025,30000,Доставка ЖД,5.83,509.24
272,75,169,[Просчет] ООО Кастомлаб / Мягкие игрушки АльфаБанк 22-07-2025,30000,Доставка АВИА,6.74,594.52
273,75,169,[Просчет] ООО Кастомлаб / Мягкие игрушки АльфаБанк 22-07-2025,50000,Доставка ЖД,5.21,456.01
